Job Title,Job Description
Django Developer,"Please check the job description for Back End Developer: Python, Django Framework & PostgreSQL.
Minimum Experience: -2 Years
Salary expectation: -2-5LPA
Notice Period: -Immediate
Position Open-3
Job Location: Gurgaon
Candidate should have hands-on experience in Django Framework.
- Candidate should be expert in writing APIs.
- Minimum hands-on experience shall be of 2 years.
- Experience with version control repositories such as Git
- Candidate should have good design principles both UI wise and Code-structure wise
- Good Understanding of Linux system
Expected Start Date: 21/12/2020
Job Type: Full-time
Salary: 200,000.00 - 500,000.00 per year
Schedule:
Day shift
Supplemental Pay:
Performance bonus
Experience:
Programming: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No
Speak with the employer
+91 7289937987"
JavaScript Developer,"We are looking for outstanding Full Stack Developer (PHP, CSS and Javascript) to be responsible for the designing, structuring, and developing amazing products that benefit hundreds or thousands of customers. Techapult is a leading firm in IT industry. We are looking to hire talented Developers that are looking to work in a high paced and very challenging environment. A Full-Stack Developer will: Work throughout the entire product lifecycle of New and existing Projects Work on up-and-coming products and betas Work in a team with 3-8 other developers Work on reviewing other developers code Writing test cases for code (new or existing code) Training and reviewing work of other Junior developers Minimum qualifications 3 years experience in Strict Coding Standards in PHP, Javascript , CSS and Mysql Degree in Computer Science or a similar technical field of study, or equivalent practical experience. Good written and verbal English communication skills and team mindset Proficient understanding of clean code principles Extensive knowledge of PHP, SQL and JavaScript
Job Types: Full-time, Part-time
Salary: 20,000.00 - 30,000.00 per month
Schedule:
Day shift
Flexible shift
Experience:
PHP Developer: 3 years (Preferred)
total work: 3 years (Preferred)
CSS: 3 years (Preferred)
Javascript: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Benefits:
Health insurance
Provident fund (PF)
Industry:
Software Development
Work Remotely:
Yes"
DevOps Engineer,"About Us
SailPoint is the Worldwide Leader for Enterprise-Class IAM
We minimize risk and maximize business growth by managing access to data and resources across your enterprise. We do it effectively and securely for every person who interacts with your organizationany user, on any device, anywhere in the world.
We were first to recognize that companies could benefit from an approach to identity that addresses both IT and business priorities. We developed a unique, risk-based model and leveraged that approach for everything from compliance to user provisioning. Then we followed that with the industry's first solution for truly extending enterprise identity management to applications in the cloud.
Today, we offer comprehensive products that can handle enterprise IAM on-premises or as a cloud-based service. This gives you the freedom to choose the best solution for your current needs, while at the same time establishing a clear path for future growth.
The ideal candidate on the DevOps team will be a self-starter who enjoys a fast-paced job, thrives on problem solving, and is committed to delivering seamless product availability to large enterprises around the world.
Responsibilities:
Build and maintain a resilient, secure, and efficient SaaS application platform to meet established SLAs
Automate build, test, and deployment for distributed, fault-tolerant infrastructure
Monitoring and incident response for distributed applications
Collaborate with developers to bring new features and services into production
Utilize a combination of open-source and custom software to solve product challenges
Design and implement IP Networking in VPC environment
Drive improvement to operational practices and procedures
Proactively meet standards for information security and compliance, such as ISO, SOX, SSAE 16, etc.
Background & Experience:
Experience in 24x7 production operations for a SaaS or cloud service provider
Experience with Amazon Web Services (EC2, RDS, IAM, DynamoDB)
Container orchestration and management platforms (Kubernetes, ECS, Docker)
Server and application monitoring (Prometheus, Grafana, Elasticsearch, Kibana)
Deploying and managing Infrastructure as Code (Terraform)
System programming skills in Go, Ruby, etc.
Diagnose and troubleshooting Java applications
Familiar with CI/CD practices and tools (Git, Jenkins)
Strong understanding of *nix system and networking concepts
Understanding of distributed, event-based messaging architectures (Kafka, etc.)
Strong interpersonal and teaming skills - ability to implement process and influence engineers who are not direct reports.
Ability to operate in an agile, entrepreneurial start-up environment.
Education:
Bachelor's degree in Computer Science or other technical discipline, or equivalent experience
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status."
Backend Developer,"Full stack (Frontend & Backend) Developer
Role & Responsibilities:
 Responsible for full life cycle application Development projects.
 Design the overall architecture of the web applications
 Participating in the design and creation of scalable software
 Hosting web applications on Shared etc.
 Developing frontend & backend web application architecture
 Will be working on back-end programming on Node.js.
 Will be using AWS serverless and other services extensively
Required Profile
 No degree required, your technical proficiency matters to us
 _English proficiency - Not required _
**
 Proficiency in Node JS , MySQL , JavaScript , JQuery , HTML , CSS / SASS etc .
 Proficiency in Angular / React JS.
 Having good experience using advanced JavaScript and their libraries and frameworks such as ReactJS.
 Good to have exposure of React Native
 Knowledge of API design and development.
 Knowledge of consuming AWS services
 Having knowledge of Database technologies like MySQL.
 Having knowledge of Libraries like jQuery, Bootstrap.
Experience Required:
2 to 4 years of experience in Full Stack Development, Frontend + Backend Development.
Application Deadline: 15/11/2020
Expected Start Date: 30/11/2020
Job Type: Full-time
Salary: 250,000.00 - 500,000.00 per year
Schedule:
Monday to Friday
Experience:
software development: 2 years (Required)"
Java Developer,"Description
CME Group is the world's leading and most diverse derivatives marketplace. But who we are goes deeper than that. Here, you can impact markets worldwide. Transform industries. And build a career shaping tomorrow. We invest in your success and you own it, all while working alongside a team of leading experts who inspire you in ways big and small. Joining our company gives you the opportunity to make a difference in global financial markets every day, whether you work on our industry-leading technology and risk management services, our benchmark products or in a corporate services area that helps us serve our customers better. Were small enough for you and your contributions to be known. But big enough for your ideas to make an impact. The pace is dynamic, the work is unlike any other firm in the business, and the possibilities are endless. Problem solvers, difference makers, trailblazers. Those are our people. And we're looking for more.
To learn more about what a career at CME Group can offer you, visit us at www.wherefuturesaremade.com .
The Lead Software Engineer engineers secure, scalable and reliable technology solutions, with minimal mentoring, to advance CME Group in the global marketplace and serve risk management needs of customers around the world. He/ she should be able to provide technology direction to the rest of the team.
Responsibilities:
Strong technical and system analysis skills.
Should be a Hands on Java Full Stack developer, Spring boot and Hibernate
Experience in ActivePivot (should be a plus)
Proficient in MS SQL Server and Transact SQL Development (Writing SQL Queries, procedures and triggers) and query tuning
Experience in maintaining, extending existing database design and implementation.
Designed or maintained large scale system (with front end, middle layer and back end).
Ability to create queries to provide ad-hoc reports, analysis, and datasets based on business needs.
Work with other teams to understand business rules and interpret data.
Maintain an on-going knowledge of both the technical data model and the business strategic needs.
Conducts system-wide testing and some integration testing
Writes application modules and unit tests with minimal guidance
Performs Elementary database modelling and intermediate database tuning
Identifies potential opportunities for code optimization
Provides input for code reviews and helps with environment build deployments, release notes and build notices
Reviews code to proactively identify and mitigate potential issues and defects and helps to identify sources of defects as well as troubleshoots various forms of code
Uses design tools to frequently share and communicate design ideas on larger systems
Uses patterns frequently, contributing to best practice and process enhancements
Maintain grid computing and distributed applications.
Qualifications and Experience:
Bachelors Degree: Information Technology (Computer Science, Information Systems, Electrical and Computer Engineering) / MCA
9+ Years Relevant Experience
Proficiency in Java / Scripting
Proficiency in WCF / WPF / Web Services
Working experience in UC4 (or Autosys)
Working knowledge on Windows and Linux
Financial Domain Knowledge is an advantage
]]>"
Node js developer,"Node JS Developer
Node JS Developer
. Minimum 2- 3 years of total experience in Node JS development
Should have worked on at least one NodeJS based framework (Either MEAN or Meteor)
. Thorough Knowledge of SQL and Database system design
Strong Object Oriented Programming skills Experience building JSON APIs in Node.JS with a strong focus on API architecture AWS experience including EC2, SQS, SNS, Lambda, API Gateway a plus Hands on experience with micro services
Familiarity with database technologies such as SQL Server, Postgres, NoSQL.
Education: B.Tech in Computers/MCA/PGDCA from a premier college/university"
Wordpress Developer,"1. Excellent knowledge of WordPress, PHP, MySQL, CSS, HTML & jQuery.
2. Expert in WP theme & plugin development using WordPress standards. Woocommerce is added advantage.
3. Experience in developing e commerce sites
4. Good knowledge of WordPress Multiuser."
Flutter Developer,"JOB DESCRIPTION
Flutter developer with good leadership qualities and solid experience in flutter development. The ideal candidate must display excellent written and oral skills with demonstrated interpersonal abilities and must be able to work in a varied fast paced environment, as well as the ability to self-manage and work independently.
Responsibilities:
1. Translate designs and wire-frames into high quality code.
2. Pixel-perfect implementation of approved user interface meeting business & functional requirements.
3. Ensure the best possible performance, quality, and responsiveness of the application.
4. Design and implementation of continuous integration and deployment/release apps to Google and Apple stores.
5. Work on bug fixing, improving application performance and help in code optimization.
6. Ensuring the entire stack is designed and built for speed, scalability and reliability.
7. Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Required Skills:
1. Strong understanding of iOS and Android Native architecture and development tools.
2. Solid understanding of best practices in mobile UX design.
3. Experience with third-party libraries and REST APIs familiarity with OOP design principles.
4. Optimizing app performance and memory consumption.
5. Experience working on the Firebase, Crashlytics etc. and knowledge of Unit Testing.
6. Proficiency with Git / Version control.
7. Strong knowledge of design principles, patterns, and best practices.
8. Experience with offline storage, threading, and performance tuning.
Experience with cloud message APIs and push notifications.
Qualification:
BE / B.tech - IT, Computer Science, M.Sc - IT, MCA.
BCA (1-year Experience must)
Sound knowledge in HTML, CSS, Python, C & C++, PHP, Java, C#, etc.
Experience Required : 1+ years
*NO WORK FROM HOME*
Contract period will be of 12-18 Months
* SURAT CANDIDATES ARE PREFERRED *
Job Type: Full-time
Salary: 15,000.00 - 30,000.00 per month
Schedule:
Day shift
Experience:
total work: 1 year (Required)
Education:
Bachelor's (Required)
Work Remotely:
No
Speak with the employer
+91 9173046510"
PHP Developer,"PHP Developer
Build your career with us in PHP. We are looking for a PHP Developer who can work with dedication and passion. He should have 2 years of experience in PHP Development.
You will:
Develop clean code based on client requirements
Write server-side web application logic
Troubleshoot, test and maintain websites for proper functioning
Test, maintain and troubleshoot Databases Develop and integrate plugins for frameworks
Develop back-end components
Support front-end developers integrating their work
Updating the site with added features
Document the program including technical specifications in the code
You have:
B.Tech., engineering graduate
Proven experience as PHP Developert
Passion for innovative designs and coding practices
Extensive knowledge of open source projects like Joomla, Codeigniter, Laravel, Drupal, Wikis, osCommerce, and HTML, CSS, Javascript, JQuery, MySQL, AJAX
Good knowledge of developing web services, relational databases
Experience in common third-party APIs
Good communication skills
Keen sense of perception and ability to learn new things"
Network Administrator,"Installing, configuring and maintain servers and networks;
Overseeing system performance and troubleshooting issues;
Creating a backup and safeguarding the data if there are any hindrances;
Performing system upgrades following new releases;
Maintaining internal documentation through Wiki;
Performing account setup;
Sustaining network integrity, server deployment, and security;
Monitoring and maintaining network servers such as file servers, VPN gateways and intrusion detection systems;
For more details call Sathish 9916400200
Job Type: Full-time
Salary: 25,000.00 - 32,000.00 per month
Schedule:
Flexible shift
Morning shift
Experience:
total work: 5 years (Preferred)
Education:
Bachelor's (Preferred)"
Wordpress Developer,"Job Summary*
Design themes using HTML, CSS/SASS, Bootstrap, and WordPress.
Maintain existing WordPress client sites.
QA sites during staging and after deployment.
Create clean, DRY, and reusable code.
Keep yourself and the team up to date with JIRA kanban flow work boards.
Work with Lead and junior developers as a team from start to finish.
Responsibilities and Duties*
Fluency with WordPress, PHP, MySQL, HTML5, CSS/SASS, and Frameworks with Responsive design.
PHP frameworks knowledge and MVC understanding
Skilled working with vanilla JavaScript, jQuery, and other JavaScript libraries (Angular or React)
Knowledge of version control (GIT).
Attend meetings with in-house account managers and project leads to discuss technical requirements, timeframes, mockups/wireframes and scope of work.
Working both independently and with other developers.
Ability to work on multiple projects at the same time.
Adhering to best practices, comments in code, and documentation.
2+ year of experience with WordPress and PHP.
Willingness to learn Advance WP CMS and Liquid templating for custom theme development.
Experience building custom themes, plugins, and widgets.
Experience working with third-party APIs - SOAP, REST and other (Facebook and Twitter).
Required Experience and Qualifications
Key Skills*
Strong knowledge of web performance optimization, caching. Experience working with WP Engine Server Environment. Benefits Additional Notes We are offering amazing career growth opportunities, great compensation, and benefits. This begins with: - weekly lunches, alternate weekends-off, annual medical checkups, social engagement, financial assistance and more.
Required Experience and Qualifications*
3 to 4 Years of working experience in WordPress is required.
Benefits*
Perks, Benefits & Culture:
We are offering amazing career growth opportunities, great compensation, and benefits. This begins with -
weekly lunches
alternate weekends-off
Half-day working Saturdays
annual medical checkups
Social engagement
financial assistance
Diwali Bonuses
and more...
Job Type: Full-time
Salary: 25,000.00 - 45,000.00 per month
Experience:
WordPress: 2 years (Required)
total work: 3 years (Required)
Magento: 2 years (Preferred)
Education:
Bachelor's (Required)
Industry:
IT Operations & Helpdesk"
iOS Developer,"Experience: 1 - 3 Years | Location: Gurgaon/Kanpur
Responsibilities
Good knowledge in OOPS concepts
Experience of IOS with Xcode
Work with application development teams throughout the development life-cycle
Experience in web service integration (SOAP, REST, JSON, XML) is desired
Experience in SWIFT will be an added advantage
To deploy the app on the IOS App store
StoryBoard design/ UI - Ask for published apps in Appstore
Strong experience in Core Data - SQLite/ Databases
Strong Knowledge in back-end connection Protocols - RestFul, etc
Any Cross-platform/Progressive Web app Experience - Cordova/Xamarin,
NativeScript(Angular2).
Any Cloud Integration (AWS/ Azure) etc.
Strong knowledge of App Extensions/Capabilities (IOS SDK -System/ Siri, Data
protection, iCloud etc).
Strong troubleshooting skills to resolve technical issues.
Good analytical skills to understand the requirements and develop implementations
solutions.
Skills
Good communication and articulation skills
Advanced MS Excel Skills
Effective requirement gathering and understanding skills
Inclination for problem-solving and thinking out of the box
Good Team Player and Collaborative
Positive Attitude
Educational Qualifications
B-Tech/B.E/M-Tech/MCA"
Django Developer,"Company - Klocrix Business Solutions Pvt Ltd.
A per our conversation please check the -
Job Description : -
Good Understanding of Methodologies
Experience in Web Framework : - Django is Must
Basic Understanding of Technologies , Such as JavaScript , HTML5 and CSS3
Understanding of the REST principles and their implementation in Python
Good Communication skills
Note: preferred only tricity candidates
Experience : - 2 - 3 Years
Working Days : - 5 ( Sat & Sun fixed off )
No Remote work
Location : - Mohali (Punjab)
Job Type: Full-time
Salary: Up to 45,000.00 per month
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Work Remotely:
No
Speak with the employer
+91 8219327624"
Flutter Developer,"Android Developers required for a Software solutions company specialized in ERP, POS & Mobile Applications. Bachelor/Masters degree in Computer Science or equivalent and 3 years of design and development experience with Java or Kotlin, XML, SQLite, MS SQL Server & Android Studio. Should be well-versed in Web Services, Service-Oriented Architecture, and Cloud-based technologies. Knowledge of Xamarin, Flutter, Dart & Swift an advantage. Attractive Salary for the right candidates.
Contract length: 24 months
Job Types: Full-time, Contract
Salary: 300,000.00 - 420,000.00 per year
Experience:
Android Development: 3 years (Required)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Java (Required)
Work Remotely:
No"
DevOps Engineer,"Are you looking for a career that matters?
We believe every person deserves a chance for a healthy life, free from illness and full of possibility. We see a world full of healing, with viable care options available to those with limited choices today. We envision new ways of providing physicians, pharmacists and nurses with technologies that not only treat chronic diseases, but also work to prevent them. Were looking for team members who are motivated to learn, grow and innovate, while making a meaningful difference for millions of people around the world.
Learn more about how Baxter is At the Intersection of Saving and Sustaining Lives.
About Baxter
Baxter provides a broad portfolio of essential renal and hospital products, including home, acute and in-centre dialysis; sterile IV solutions; infusion systems and devices; parenteral nutrition; surgery products and anesthetics; and pharmacy automation, software and services. The companys global footprint and the critical nature of its products and services play a key role in expanding access to healthcare in emerging and developed countries. Baxters employees worldwide are building upon the companys rich heritage of medical breakthroughs to advance the next generation of healthcare innovations that enable patient care
Job Responsibilities
Design and develop cloud native applications and microservices.
Implement continuous integration and deployment automation in public and hybrid cloud environments.
Establish and enhance architectural patterns & pipeline processes.
Select and drive appropriate methods for the software development lifecycle.
Resolve issues during pre-production, production, and post-release support.
Skills/Qualification
Strong educational background with BS/MS in Computer Science or related area
6+ years of Product Engineering or Digital Product experience building world class, public facing web applications
Experience building SOAP, RPC and RESTful Service architectures (Java and Spring preferred)
Experience deploying solutions that leverage polyglot persistence
Experience with DevOps, in particular within an AWS environment.
Practical knowledge of cloud and hybrid cloud deployment architectures
Experience documenting, implementing and testing non-functional requirements
AWS and LINUX Certification(s) preferred.
Experience with Docker, Kubernetes, Terraform, Chef preferable
Experience with Agile Development and Scrum methodologies
Team player who loves getting involved in all parts of the development process, collaborating in a cross-functional team.
Must embrace challenges and drive for repeatable/sustainable solutions.
Expert knowledge of software development life cycles, test driven development, continuous integration and continuous delivery (CI/CD).
Possess strong communication and presentation skills, including both written and verbal.
Commitment to quality, accuracy, and reliability of services provided.
Demonstrated ability to quickly achieve a working acumen of new technologies. Desire to grow and develop new skillsets.
#LI-BAXGEN
Reasonable Accommodations
Baxter is committed to working with and providing reasonable accommodations to individuals with disabilities. If, because of a medical condition or disability, you need a reasonable accommodation for any part of the application or interview process, please send an e-mail to Americas_TTA@baxter.com and let us know the nature of your request along with your contact information."
Django Developer,"Experience: 2+ Year Gurugram, Haryana
Designation : Django Developer
DESCRIPTION
We are looking for Python & Django Web Developer. Candidates should be experienced. Candidate should be able to speak the conversational English language
REQUIRED SKILLS
Knowledge of Python and Django Framework
Basic knowledge of HTML, Javascript and CSS3
Unit Testing and Debugging code
Understanding GIT, AWS ( EC2, RDS, Route 53, S3)
Interested candidates can share resume at info@consolebit.com"
Flutter Developer,"Hello
Greetings of the day
we have urgent requirements of
#designation- flutter developer
#exp- 1 year
#skill-flutter
#location-jaipur
Job Types: Full-time, Fresher, Walk-In
Salary: 12,000.00 - 20,000.00 per month
Supplemental Pay:
Yearly bonus
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
No"
Wordpress Developer,"Kryptic Media Labs is looking for a PHP WordPress Developer.
Selected candidate should be able to perform following activities:
Make WordPress websites from scratch using UI Design from designers.
Use suitable plugins and modify them as per the client's needs.
Implement changes on WordPress based websites.
Use Figma and/or Adobe Illustrator to fetch assets for development of websites.
Follow strict deadlines and complete the assigned work on time.
Consult with the management and work in-line with the client to understand and resolve issues.
Knowledge of AWS Console would be an added advantage for the candidate but not mandatory.
Contract length: 2 months
Application Deadline: 9/12/2020
Expected Start Date: 8/12/2020
Job Types: Full-time, Temporary, Contract
Salary: 10,398.00 - 22,000.00 per month
Schedule:
Flexible shift
Monday to Friday
Supplemental Pay:
Commission pay
Yearly bonus
Experience:
total work: 1 year (Preferred)
WordPress: 2 years (Preferred)
PHP: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes
Speak with the employer
+91 8889133133"
iOS Developer,"Introduction
As an Application Developer, you will lead IBM into the future by translating system requirements into the design and development of customized systems in an agile environment. The success of IBM is in your hands as you transform vital business needs into code and drive innovation. Your work will power IBM and its clients globally, collaborating and integrating code into enterprise systems. You will have access to the latest education, tools and technology, and a limitless career path with the worlds technology leader. Come to IBM and make a global impact!
Your Role and Responsibilities
Your day in the role will include...
Envision how people experience products and bring that vision to life in a way that feels inspired, refined and magical
Take on complex tasks and transform them into intuitive, accessible and easy-to-use designs for billions of customers around the world
Collaborate with researchers, engineers and product managers throughout design process - from creating research protocols, personas, scenarios, information architecture and wireframes to building user interface prototypes
At each stage, anticipate what our users need, advocate for them and ensure that the final product surprises and delights them.
You will come with...
Min of 3+ years of experience in IOS app development
You will use your expertise in application development to evaluate and select development methods, processes, standard methodologies and tools
How well help you grow...
Youll have access to all the technical and management training courses to grow your expertise.
Youll learn directly from guide developers in the field; our team loves to mentor.
You have the opportunity to work in many different areas to identify what really excites you
Required Technical and Professional Expertise
2+ years experience developing software in Objective-C, Java, C, C++, or C#
2+ years Object Oriented programming experience or equivalent education
Experience in iterative software development environments (Agile, Kanban)
Experience with Test-Driven Development, Continuous Integration and other Agile practices
Good experience in using Apple's XCode for software development
Experience in standard debugging techniques such as logging, LLDB, and/or Instruments to localize and correct software defects.
Understanding of the challenges related to mobile development including battery and radio usage as well as CPU and memory constraints.
Understanding of common design patterns including Model-View-Controller.
Hands on experience using smartphones and/or tablets preferably iPhone and/or iPad.
Strong understanding of ARC as it relates to iOS Memory Management, including the concepts of strong vs weak.
Preferred Technical and Professional Expertise
Ability to design/develop/support new/existing apps, and perform unit testing and integration testing
About Business Unit
IBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter business by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.
Your Life @ IBM
What matters to you when youre looking for your next career challenge?
Maybe you want to get involved in work that really changes the world. What about somewhere with incredible and diverse career and development opportunities where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.
Impact. Inclusion. Infinite Experiences. Do your best work ever.
About IBM
IBMs greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries
Location Statement
For additional information about location requirements, please discuss with the recruiter following submission of your application.
Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
iOS Developer,"The applicant will need sound experience and background in iOS application design, development, testing, and maintenance. Exposure to complete SDLC including requirement definition, prototyping, proof of concept, coding interface implementation, testing and maintenance is needed. Expertise in iOS SDK, XCode, Swift, and Objective C is required. They must be proficient in coding as per program specifications and standards for the project ensuring quality compliance and error free code.
Education and Experience :
B. Tech/B.E./MCA preferred
A total of 3-5 years and minimum 2 years of relevant experience
Effective communication and customer service skills, team work capabilities, and a positive attitude are some of the qualities we look for
Job Location : Kolkata"
DevOps Engineer,"Job Description:
If you have serious experience with building and running high-performing corporate applications and infrastructure, then we want you to be the new Senior Azure DevOps Engineer who will help our clients leverage Microsoft Azure to migrate, build, and run enterprise applications in the cloud.
You will help our clients improve their efficiency and effectiveness using modern technologies and techniques. You will take our customers to the next level of velocity and agility by implementing the principles of CI/CD and Infrastructure as Code.
We are looking for someone who is passionate about using cloud technology to solve business challenges and relishes in developing solutions that are truly solutions. Keeping our skills cutting edge is a must, and part of your role will be to share the same education and enthusiasm that you give our clients with our internal teams. Curiosity, confidence, and a holistic application of technical skills to business problems are your hallmark!
Responsibilities:
Plan, analyze, design, and deploy enterprise scale Azure infrastructure & Application delivery solutions.
Review and manage technical requirements and business functional requirements for establishing new Azure platforms
Provide input to improve scalability and reliability of infrastructure & Application delivery to our clients
Design, build and support advanced cloud automation workflows and tools used to support automated CI/CD pipeline application deployments into Azure
Provide guidance and direction to client teams regarding DevOps processes and technical pipeline standards
Required Experience:
2+ years implementing and administrating Azure DevOps organizations, pipelines, etc.
3+ years Application Development/Modernization or System Administration and engineering experience (Linux or Windows operating systems; experience with mixed environments a plus)
3+ years experience with infrastructure automation tools (Terraform, Kubernetes, Ansible, etc)
Knowledgeable with internet architectures, including web, application, and database components
Knowledge of infrastructure automation, configuration management, developer workflows and practices
Strong practical Linux and Windows-based systems administration skills in a Cloud or Virtualized environment preferred
Knowledge of modern technology service architectural hosting, security, and risk management concerns such as IAM, access control, monitoring, IaaS/PaaS/SaaS, and containers
Thorough understanding of configuration management concepts"
Machine Learning,"We are looking for an outstanding *Machine Learning Engineer* with an adaptable and productive working style which fits in a fast-moving startup. This role will start off with a 3-month contract leading to a full-time position in our company. The role requires an independent thinker with ML knowledge, able to use sophisticated and state of the art techniques to contribute to tasks like building an extraction algorithm which can read and evaluate information from resumes effectively. You must be able to translate technical concepts into implementable solutions, whilst communicating results and benefits clearly to your colleagues.
What we are working on: *
We are currently working on a product which is an applicant tracking system. As a product with a huge scope for being an intelligent system to automatically complete mundane tasks, we would like to leverage the ample amount of research available out there in the machine learning space.
Many Human Resource personnel struggle with the repetitive task of going through every resume to decide whether the candidate fits the profile. Our machine learning algorithms are trained on tons of resumes to decide whether a candidate makes the cut or not.
Responsibilities: *
Implement, evaluate and optimize algorithms and models for our information extraction and candidate scoring algorithms.
Use NLP/Machine Learning techniques including linear/logistic regression, decision trees, classification, entity recognition, ensembles, text mining to build models.
Selecting and transforming features, building and optimizing classifiers using machine learning techniques.
Provide software design and programming support to research projects.
Required Skills: *
At least 2 years hands on experience in the development of machine learning based systems.
Experience working with NLP techniques, entity recognition, predictive modeling, and other analytical techniques over structured as well as unstructured datasets.
Ability to read, understand and implement the latest research papers from top conferences like NIPS, CVPR, and ICML.
Strong Python programming skills and working experience in libraries like Pandas and Numpy.
Ability to quickly prototype solutions and perform critical analysis.
About Us: *
FullThrottle Labs has a wide and diverse portfolio of B2B SAAS business productivity applications which include marketing automation software primarily targeted towards Y Combinator startups, team management software 'DixiApp' which has over 1500 companies using it globally, an identity resolution platform 'Truemailer', and finally a hiring automation platform 'PyjamaHR' that we've just launched in Q1 2020. Besides the above, we work with select Y Combinator startups and provide niche consulting in Automation & Machine Learning using our expertise in these areas. Having seen traction and growing revenue with incredible potential in the market, FullThrottle Labs is eager to scale rapidly. Join us to be a part of the journey!
Benefits/Perks: *
FullThrottle Labs offers an array of benefits including competitive salaries, equity options, free food and beverages and weekly team outings!
Location: * Bangalore (Koramangala - 8th Block)
Job Type: Full-time
Salary: 800,000.00 - 1,400,000.00 per year
Schedule:
Monday to Friday
Supplemental Pay:
Overtime pay
Yearly bonus
Experience:
Machine Learning: 2 years (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
JavaScript Developer,"Technical Skills:
Minimum experience required: 3+ years
Expert knowledge of JavaScript with a strong understanding of JavaScript fundamentals such as prototype inheritance, composition etc.
Experience with
o JS libraries and frameworks like Angular.js, Node.js, ReactJS, ExtJS, Backbone.js
o full stack web development
o responsive design for desktop/mobile
Good understanding of o asynchronous request handling, partial page updates, and AJAX
o cross-browser compatibility issues and ways to work around such issues
o browser rendering behavior and performance
o web markup, including HTML5 and CSS3
CSS compiler knowledge (E.g., Sass, LESS) will be an add-on
Additional Skills:
A strong work ethic and the ability to manage yourself and your time
Outstanding teamwork skills
Excellent written and verbal communication skills as well as active listening skills
Demonstrated analytical abilities
Experience managing and/or mentoring junior developers
Experience with Agile/SCRUM development methodologies. Ability to understand user stories * Experience with JIRA and version control tools like Github
Job Type: Full-time
Benefits:
Food allowance
Health insurance
Paid time off
Work from home
Schedule:
Morning shift
Supplemental Pay:
Performance bonus
Quarterly bonus
Experience:
work: 3 years (Preferred)
total work: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Industry:
IT Operations & Helpdesk"
