Job Title,Job Description
Machine Learning,"Roles and responsibilities for Openings for Machine Learning
: Role : Application Developer Role Description : Design, build and configure applications to meet business process and application requirements. Must have Skills : Machine Learning, Python Scripting, Machine Learning Models Good to Have Skills : Spark Programming, TesnsorFlow,Keras,NaturalLangu Job Requirements : 1 Responsibilities a Ability to translate Business problem into statistical,analytical framework b Work on end 2 end ML workflow data curation,feature extraction,pipeline building and model devlopment implemntation on supervised,semi supervised n unsupervised technique c Ability to handle responsibilities independently d Research new algorithms, implement same as proof of conceptse Communicate and collaborate within larger organization 2 Professional Exp a Exp 6to8 yrs relevant 3 to 4 yrs b Shud hv handson knowledge in Python developing n implementing ML models eg Random Forest, SVM,Decision Tree,LSTM, ARIMA,optimization techniques,Feature ranking, selection techniques, supervised unsupervised learning,Collaborative filter,Bagging boost c Strong programming skills in Python, custom function development d Strong quantitative background in Stats,Maths,Eco,Com Sci e Ability to work in dynamic,fast paced environment f Analyzing huge dataset in real time or batch using mongoDB,mySQL,RDBMS
Job Details
Job Role
: All Roles
Industry Sector
: IT-Software/Software Services
Functional Area
: All Functions
Desired Profile
Profile Description
:N/A
Experience
: 3 - 10 (Years)
.
.
Education Details
UG Course
: B.Tech/B.E
UG Specialization
: N/A
PG Course
: M.Tech
PG Specialization
: N/A"
Java Developer,"Company Description
Over the last twenty years, MarketAxess has completely revolutionized the fixed-income market by creating a single platform using proprietary technology that connects the worlds most influential financial institutions. Today, more than 1,700 institutional investors and broker-dealer firms rely on us to bring them accurate market data to assist with their trading decisions, connectivity solutions that facilitate straight-through processing and technology services to optimize trading environments.
The development of our trading functionality and data services is at the core of our business. Our Applications Development team includes product specific trading teams, a group that works on connectivity to our institutional investor clients and broker-dealer clients, data and analytics, and web-based development.
In this position, you will work with other developers, architects, and management in the development of real-time fixed income trading systems. You will join a team whose goal is to build new products and enhance existing ones. On a daily basis you will be asked to engage in the following activities:
Understand business requirements
Participate in software design reviews
Provide time estimates
Write code
Participate in code reviews
Fix bugs
Our challenge is to build robust and high-quality software as quickly as possible. This is an entrepreneurial environment that rewards creativity and initiative. Occasional long hours and/or weekend hours required, especially around a software release.
What You Bring to the Table
Masters Degree in Mathematics, Engineering, Computer Science, or similar
1+ year(s) related work experience
Good understanding of various data structures and algorithms
Well-versed in modern application design paradigms and patterns
Exposure to JAVA programming language
Basic knowledge of enterprise RDBMS (Oracle, Sybase, SQL Server)
Experience with one of the following Enterprise Operating Systems: Linux, Windows
Experience in Web development using Java based server-side framework (Struts, JSP)
Experience in browser based technologies (HTML/CSS, Javascript, AJAX)
Strong verbal and written communication skills as well as organizational and problem resolution skills
Team player and strong interpersonal skills
Ability to function well in a competitive, challenging environment, and the ability to deal with changing priorities
Whats In It For You?
In addition to working on cutting edge technology and in our culture of innovation, collaboration, and openness, we offer:
Healthcare and wellness options
401(k) match
Employee stock purchase plan
Training and tuition assistance
Other perks include generous time-off policies, stipends for gym memberships, exercise equipment and similar, and access to on-site healthcare
MarketAxess Corporation and its affiliates provide equal employment opportunities to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, veteran status or any other characteristic prohibited by federal and state law."
Django Developer,"*Responsibilities and Duties*
1.Development of Python Django Application.
2. Train the developers for the development of Django application
3. Development of RESTful API's using Django REST Framework (DRF)
4. Assist to Backend and Front-end Developers for code integrations
5. Participating in architectural, design and product discussions
6. Code Review of the application.
*Qualifications and Skills*
1. 2+ years' experience of Python coding
2. 2-3 years of hands-on experience with the Django framework is preferred.
3. Strong understanding of Django framework
4. Should have experience in REST and SOAP web services API .
5. Familiarity with Django ORM (Object Relational Mapper)
6. Solid database skills in a MySQL relational database
7. Knowledge of Django RESTful APIs
8. Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
9. Understanding of fundamental design principles behind a scalable application
10.Strong knowledge of version control (i.e. git, bitbucket, etc.)
11.Experience in deploying Python applications into production.
12.Excellent problem-solving skills
13.Excellent verbal and written communication skills
Job Type: Full-time
Salary: 25,000.00 - 30,000.00 per month
Experience:
* software development: 1 year (Preferred)
* work: 1 year (Preferred)
* total work: 1 year (Preferred)
Education:
* Bachelor's (Preferred)
Housing rent subsidy:
* No
Industry:
* IT Operations & Helpdesk"
Django Developer,"Job Type : Full time, Employee
Experience : 4+ years of experience in Python.
Education : B.Tech/MCA
Location: Ernakulam / Cochin
Qualities sought-out in the desired candidate:
Strong knowledge of Django frameworks.
Experience with desktop and online versions.
Good Expertise in database (SQL).
Excellent written and verbal communication skills in English.
Team Player."
Database Administrator,function accounting/finance location san jose ca - u apply job brief senior stock administrator summary sr. stock plan administrator individual contributor role reporting sr. director controller arlo day- to-day activity pertaining stock administration collaborate cross functionally request information worldwide basis manage relationship employee etrade service provider addition role work certain project ad hoc request including assisting payroll processing back-up resource essential duty responsibility assist implementation company equity program employee worldwide board director responsible day-to-day activity pertaining stock administration maintain equity edge database accuracy time prepare process equity transaction new award exercise espp purchase rsu release employee equity holder ensure appropriate tax withholding reporting payroll applicable work legal hr prepare coordinate equity grant maintain appropriate record support sox compliance external internal audit request related equity award timely reconciliation data periodic basis year-end close stock administration gl hr record payroll transfer agent prepare equity summary board meeting include status equity pool award activity timely provide relevant data legal team preparation filing section 16 form 3 4 assist preparation stock-related section form 10qs 10ks proxy statement assist set-up 10b5-trading plan process trade manually trading plan broker partner needed prepare annual reporting form required irs perform year end procedure suggested etrade prepare distribute year-end tax statement equity transaction related international reporting prepare training material provide training employee well assist certain employee communication point contact employee question request pertaining equity program equity transaction other-related activity skill experience bachelor degree accredited institution 4+ year experience administration global equity program cep certification process obtaining certification plus experience equity edge online meticulous attention accuracy completeness data detail great work ethic safeguard confidential data company ability manage competing priority request strong analytical quantitative organizational project management skill excellent oral written communication skill utilizing tact diplomacy must comfortable working fast-paced high-growth environment ability embrace change thrive ambiguity
Network Administrator,"JD - HW Implementations Design, install and configure internal and customer facing servers Design, install and configure network devices Design, install and configure Firewalls. Manage network servers and technology tools - PRTG / NAGIOS Set up accounts and workstations Troubleshoot issues and outages Ensure security through access controls, backups and firewalls Technology disciplines providing common IT services across the institution: as per IT Policy Core Infrastructure: Network, servers, storage, HA availability, Cloud Storage, Data center..Etc Development and integration services - TO WS vs SAP IT Customer Services: Help desk, Desktop support Monitor performance and maintain systems according to requirements Upgrade systems with new releases and models Define and document best practices and support procedures implement inventory and asset configuration system Define and document best practices and support proceduresBuild an internal IT policies IT Customer Services: Help desk, Desktop support Quality and IT process controls IT Planning and Architecture Implement Domain concept E-commerce Web Site- Implementation and Operations Work
Job Type: Full-time
Salary: 25,000.00 - 30,000.00 per month
Schedule:
Day shift
Experience:
total work: 8 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Backend Developer,"Elance Group is a leading HR consultancy catering to manpower requirements on PAN India basis.
Our client is a leading Fintech company with offices in USA and Noida.
Responsibilities
 Develop new user-facing features
 Build reusable code and libraries for future use
 Ensure the technical feasibility of UI/UX designs
 Optimize application for maximum speed and scalability
 Assure that all user input is validated before submitting to back-end
 Collaborate with other team members and stakeholders
 API integrations with backend
Skills and Qualifications
 Proficient understanding of web markup, including HTML5, CSS3
 Server Side Rendering is a plus
 Good understanding of advanced JavaScript libraries and frameworks, such as ReactJS etc. will be added skills.
 Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS
 Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery and bootstrap.
Note: Every front-end developer is expected to have a proficient knowledge of JavaScript, while most front-end developers should know jQuery.
 Good understanding of asynchronous request handling, partial page updates, and AJAX
 Basic knowledge of image authoring tools, to be able to crop, resize, or perform small adjustments on an image. Familiarity with tools such as Gimp or Photoshop is a plus.
Note: A UI/UX designer is expected to deliver finished resources for the developer to incorporate into the website. However, quite often a front-end web developer needs to make some small adjustments.
 Proficient understanding of cross-browser compatibility issues and ways to work around them.
 Having good understanding of SEO principles and ensuring that application will adhere to them will be a big plus.
Job Type: Full-time
Salary: 350,000.00 - 475,000.00 per year
Experience:
total work: 1 year (Required)
front end development: 1 year (Required)
Work Remotely:
No"
Django Developer,"Qualification
Education Specialisation Details
Graduate BE Computers
Graduate BE IT
Graduate BSc Computer Science
Job Description
Vacancy Uploaded On : 30/07/20
Vacancy Uploaded By Rohini
===============================================
Responsibilities:
Understanding of the threading limitations of Python, and multi process architecture
Understanding of fundamental design principles behind a scalable application
Strong unit test and debugging skills
Able to integrate multiple data sources and databases into one system
Good understanding of RESTful APIs Analytical mind with problem-solving aptitude and ability to work independently
===============================================
Skills:
Proficient knowledge of code versioning tools Experience on CI/CD process Exposure to Agile Methodologies Good understanding of front-end technologies such as JavaScript, React JS, HTML5, and CSS3
===============================================
Salary is negotiable as per candidates experience and skills
===============================================
Key Skills
.Net, ASP.NET
00-6.00 Years"
Flutter Developer,"Responsibilities and Duties*
Strong experience of 1 years in Flutter.
Writing well architecture, testable, efficient code by using best software development practices.
Worked on either Android Studio
Knowledge in developing mobile apps with Flutter.
Knowledge of UI designing using JSX
Database Knowledge
Familiarity with Unix/Linux environments.
Experience in building and triggering APIs.
Knowledge of developing Front-end and integrate the Back-end services with the applications.
Strong analytical and problem-solving skills.
Relevant university degree, specialized training or equivalent work experience.
Add on advantage if experience in Ionic / Android native / swift.
Job Type: Full-time
Schedule:
Day shift
Experience:
Android development: 2 years (Preferred)
work: 2 years (Preferred)
total work: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Java (Preferred)
Industry:
Software Development"
Machine Learning,"What We Need:
Technical Skills:
10+ years of experience in leading and scaling complex DevOps environments for SaaS or Web Services.
Hands on experience in Kubernetes, tooling with Kubernetes, Docker, Helm, Terraform and any of the following languages Python/Go/Java
Experience driving large projects enabling development organizations.
Experience supporting a Large Data Platform or key infrastructure and ensuring its highly available
Soft Skills:
Ability to work cross multiple product teams
Team building and mentoring
Who You'll Be:
This individual will perform the lead technical role in the implementation of AppDynamics Software as a Service, responsible for keeping our SaaS offering alive across all customer servers.
This person will be responsible for management of a team of DevOps Engineers, and will supervise successful delivery of service and projects. Significant technical initiatives include new and existing microservices in cloud environments to automate and shift left the typical responsibilities of operations to enable development. The environment and amount of data were supporting is substantial and growing exponentially year over year. For example, we have 100M+ metrics streaming in per minute into the SaaS environment.
Key responsibilities include:
Supervision and direction of technical resources for sophisticated operational projects, including tools and automations, hardware and software upgrades and capacity planning.
Infrastructure Automation
Creating large company initiatives to enable development teams to quickly onboard their services
Introduce new technology into the SaaS environment to remove dependencies on traditional operational tasks and better integrate into our Kubernetes environment.
Work with key AppDynamics customers to ensure they get a stable and highly available SaaS service.
Develop Key SLIs/SLOs to help lead and drive our team.
About Us:
AppDynamics is an application performance monitoring solution that uses machine learning and artificial intelligence (AI) to provide real-time visibility and insight into IT environments. With our unique AIOps solution, you can take the right action at exactly the right time with automated anomaly detection, rapid root-cause analysis, and a unified view of your entire application ecosystem, including private and public clouds. Using AppDynamics, youll finally align IT, DevOps, and the business around the information that helps you protect your bottom line and deliver flawless customer experiences at scale.
AppDynamics is headquartered in San Francisco and has a R&D center in Bangalore.
Learn more about us here: https://www.appdynamics.com/
We're rated as the best workplace by most of our employees- https://www.glassdoor.co.in/Overview/Working-at-AppDynamics-EI_IE319551.11,22.htm"
PHP Developer,"Job Description
We are looking for a PHP Developer responsible for managing back-end services and the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.
Responsibilities
Integration of user-facing elements developed by front-end developers
Build efficient, testable, and reusable PHP modules
Solve complex performance problems and architectural challenges
Integration of data storage solutions {{may include databases, key-value stores, blob stores, etc.}}
Skills And Qualifications
Strong knowledge of PHP web frameworks {{such as Laravel, Yii, etc depending on your technology stack}}
Understanding the fully synchronous behavior of PHP
Understanding of MVC design patterns
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Knowledge of object oriented PHP programming
Understanding accessibility and security compliance {{Depending on the specific project}}
Strong knowledge of the common PHP or web server exploits and their solutions
Understanding fundamental design principles behind a scalable application
User authentication and authorization between multiple systems, servers, and environments
Integration of multiple data sources and databases into one system
Familiarity with limitations of PHP as a platform and its workarounds
Creating database schemas that represent and support business processes
Familiarity with SQL/NoSQL databases and their declarative query languages
Proficient understanding of code versioning tools, such as Git
{{Make sure to mention other frameworks, libraries, or any other technology related to your development stack}}
Job Type: Walk-In
Salary: 10,445.00 - 30,635.00 per month
Experience:
software development: 3 years (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP, advance PHP (Preferred)
Programming Languages needed:
Python (Preferred)
Work Remotely:
No"
JavaScript Developer,"Requisition ID: 266364
Work Area: Software-Design and Development
Expected Travel: 0 - 10%
Career Status: Professional
Employment Type: Regular Full Time
COMPANY DESCRIPTION
SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. Thats why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.
SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because its the best-run businesses that make the world run better and improve peoples lives.
JOB TITLE
Developer - Java/JavaScript/Spring Boot/NodeJS (CX -Retail)
ROLE
Responsible for development focusing on design, coding, testing, quality assurance of complex product features in a development team.
Resolves complex issues within own area of expertise and supports others in resolving issues.
Shows initiative and drives topics to resolution in a high level of quality, speed, reliability and efficiency.
Constantly improves own work methods to gain state-of-the-art agile software engineering skills and enhances skills beyond own core functional focus and works on other tasks for the benefit of the team.
Has advanced overall product and technical knowledge and shares expertise within and across organization
You will have an opportunity to understand the complete CRM Sales Cycle by collaborating within and outside the team and will need to directly interact with internal and external customers
Perform product design, modeling, implementation, and testing
Work in accordance with agile development models (Scrum, Agile)
Collaboarate with Product Management and UX Designers to translate customer requests into useful product functionality
EXPERIENCE
3-7 years of total experience
BE/BTech/MCA/MTech degree in Computer Science or equivalent
Excellent software development skills in one or more of the following languages: Java/JavaScript.
Experience in Spring Boot / NodeJS frameworks would be preferred
Has experience designing, building and delivering Services in a Continuous Delivery environment
Has experience in building scalable UIs using Angular/UI5
Has strong experience in agile methodologies (SCRUM / Kanban)
Understands REST API/gRPC with strong working knowledge on REST API
Working knowledge of Kafka, Elasticsearch, AWS, Kubernetes, Mongo would be an added advantage
ABOUT THE TEAM
We in CX -Retail Execution provide appealing products combining software, configuration, and customizing tools with a rich user experience, integrating emerging trends such as the use of Social Media and mobile devices for interaction with consumers.
WHAT YOU GET FROM US
Success is what you make it. At SAP, we help you make it your own. A career at SAP can open many doors for you. If youre searching for a company thats dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment apply now.
SAP'S DIVERSITY COMMITMENT
To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.
SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com).
Successful candidates might be required to undergo a background verification with an external vendor.
Additional Locations:"
Wordpress Developer,"Location GurugramPositionWordPress DeveloperJob Summary and Key ObjectivesDesigning and building the website front-end.Creating the website architecture.Designing and managing the website back-end including database and server integration.Generating WordPress themes and plugins.Conducting website performance tests.Troubleshooting content issues.Conducting WordPress training with the client.Monitoring the performance of the live websiteRequirementsBachelors degree in Computer Science or a similar field.Proven work experience as a WordPress Developer.Knowledge of front-end technologies including CSS, JavaScript, HTML5, and jQuery.Knowledge of code versioning tools including Git, Mercurial, and SVN.Experience working with debugging tools such as Chrome Inspector and Firebug.Good understanding of website architecture and aesthetics.Good communication skills.Required Experience: : 2-3 years"
Wordpress Developer,"Hiring Web developers experienced in both WordPress and Laravel urgently for our company.
Knowledge in Plugin development.
Strong experience and knowledge in working with Laravel framework
Strong experience in website development in WordPress
Knowledge in nuances of WordPress
knowledge in plugin integration in WordPress
Job Types: Full-time, Walk-In
Salary: 12,000.00 - 15,000.00 per month
Schedule:
Day shift
Experience:
word press: 1 year (Preferred)
laravel: 1 year (Required)
laravel and wordpress: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
iOS Developer,"We are hiring an ios Developer*
Exp. : 2-4 years*
Location: Ahmedabad*
Job Details : *
Experience with iOS frameworks such as Core Data, Core Animation, etc.
Experience with offline storage, threading, and performance tuning
Proficient with Swift and Cocoa Touch
Familiarity with RESTful APIs to connect iOS applications to back-end services
Knowledge of other web technologies and UI/UX standards
Understanding of Apple's design principles and interface guidelines
Knowledge of low-level C-based libraries is preferred
Familiarity with cloud message APIs and push notifications
Proficient understanding of code versioning tools such as Git, Mercurial or SVN
Unit-test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency
Experience working with CoreML, Metal & ARKit
Deep understanding of iOS memory management and multi-threading issues
A keen eye for design and attention to detail
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Solid understanding of the full mobile development life cycle
Benefits : *
All major festive holiday.
Paid time off.
1st and 3rd Saturday holiday.
Fun environment and better learning opportunity.
Job Type: Full-time
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)"
Software Engineer,"Our Company
Changing the world through digital experiences is what Adobes all about. We give everyonefrom emerging artists to global brandseverything they need to design and deliver exceptional digital experiences! Were passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.
Were on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!
0ur company
Changing the world through digital experiences is what Adobes all about. We give everyonefrom emerging artists to global brandseverything they need to design and deliver exceptional digital experiences. Were passionate about empowering people to craft alluring and powerful images, videos, and apps, and transform how companies interact with customers across every screen.
Were on a mission to hire the very best and are committed to building exceptional employee experiences where everyone is respected and has access to equal opportunity. We realise that new ideas can come from everywhere in the organisation, and we know the next big idea could be yours.
The challenge: We are looking for an innovative and passionate software engineer with a strong interest & practical experience in designing & implementing automation testing frameworks for cloud based services.
Responsibilities:
Owning a feature from conception to delivery:
Engage with customers and product management teams (co-located in Bangalore) to understand the need and design an innovative solution.
Elaborating the feature scope through competition analysis, research on recent technologies and trends to deliver the best-in-class and often next-in-class solutions and iteratively work with customers to finesse the solution.
Writing use cases, effort estimation and planning.
Designing, coding and production support of the feature.
Handling non-functional requirements like scalability, performance, resilience. Participate in the evolution of best practices.
Display thought leadership through presentations in various aspects of computer science.
Requirements:
3-5 years of experience as a full stack developer. Knowledge of java script & java programming languages with expertise in any one. Strong computer science fundamentals & deep data structures knowledge. Strong problem solving skills.
Good to have skills:
Knowledge on AWS or any other cloud platform. Knowledge of Databases (MySQL, PostgreSQL, ORACLE etc.)
At Adobe, you will be immersed in an exceptional work environment that is recognized throughout the world on Best Companies lists. You will also be surrounded by colleagues who are committed to helping each other grow through our unique Check-In approach where ongoing feedback flows freely.
If youre looking to make an impact, Adobe's the place for you. Discover what our employees are saying about their career experiences on the Adobe Life blog and explore the meaningful benefits we offer.
Adobe is an equal opportunity employer. We welcome and encourage diversity in the workplace regardless of gender, race or color, ethnicity or national origin, age, disability, religion, sexual orientation, gender identity or expression, or veteran status"
Software Engineer,"Role Proficiency:Level of Proficiency:Act creatively to develop applications by selecting appropriate technical options, optimizing application development, maintenance and performance by employing design patterns and reusing proven solutions. Account for others' developmental activities; assisting Project Manager in day to day project execution.Outcomes:1. Interpret the application, feature, and component designs to develop the same in accordance with specifications. 2. Code, debug, test, document and communicate product, component and feature development stages. 3. Validate results with user representatives, integrating and commissions the overall solution. 4. Select and create appropriate technical options for development such as reusing, improving or reconfiguration of existing components while creating own solutions for new contexts 5. Optimises efficiency, cost and quality. 6. Influence and improve customer satisfaction 7. Influence and improve employee engagement within the project teams 8. Set FAST goals for self/team; provide feedback to FAST goals of team membersMeasures of Outcomes:Measures:1. Adherence to engineering process and standards (coding standards) 2. Adherence to project schedule / timelines 3. Number of technical issues uncovered during the execution of the project 4. Number of defects in the code 5. Number of defects post delivery 6. Number of non compliance issues 7. Percent of voluntary attrition 8. On time completion of mandatory compliance trainingsOutputs Expected:Code:Code as per the design Define coding standards, templates and checklists Review code for team and peersDocumentation:Create/review templates, checklists, guidelines, standards for design/process/development Create/review deliverable documents. Design documentation, requirements, test cases and resultsConfigure:Define and govern configuration management plan Ensure compliance from the teamTest:Review/Create unit test cases, scenarios and execution Review test plan created by testing team Provide clarifications to the testing teamDomain relevance:Advise software developers on design and development of features and components with deeper understanding of the business problem being addressed for the client Learn more about the customer domain and identify opportunities to provide value addition to customers Complete relevant domain certificationsManage Project:Support Project Manager with inputs for the projects Manage delivery of modules Manage complex user storiesManage Defects:Perform defect RCA and mitigation Identify defect trends and take proactive measures to improve qualityEstimate:Create and provide input for effort and size estimation and plan resources for projectsManage knowledge:Consume and contribute to project related documents, share point, libraries and client universities Review the reusable documents created by the teamRelease:Execute and monitor release processDesign:Contribute to creation of design (HLD, LLD, SAD)/architecture for applications, features business components and data modelsInterface with Customer:Clarify requirements and provide guidance to Development Team Present design options to customers Conduct product demos Work closely with customer architects for finalizing designManage Team:Set FAST goals and provide feedback Understand aspirations of the team members and provide guidance, opportunities, etc Ensure team members are upskilled Ensure team is engaged in project Proactively identify attrition risks and work with BSE on retention measuresCertifications:Obtain relevant domain and technology certificationsSkill Examples:1. Explain and communicate the design / development to the customer 2. Perform and evaluate test results against product specifications 3. Break down complex problems into logical components 4. Develop user interfaces, business software components 5. Use data models 6. Estimate time and effort resources required for developing / debugging features / components 7. Perform and evaluate test in the customer or target environments 8. Make quick decisions on technical/project related challenges 9. Manage a team, mentor and handle people related issues in team 10. Have the ability to maintain high motivation levels and positive dynamics within the team. 11. Interface with other teams, designers, and other parallel practices 12. Set goals for self and team. Provide feedback for team members 13. Create and articulate impactful technical presentations 14. Follow high level of business etiquette in emails and other business communication 15. Drive conference calls with customers and answer customer questions 16. Proactively ask for and offer help 17. Ability to work under pressure, determine dependencies, risks, facilitate planning handling multiple tasks. 18. Build confidence with customers by meeting the deliverables timely with a quality product. 19. Estimate time and effort of resources required for developing / debugging features / componentsKnowledge Examples: 1. Appropriate software programs / modules 2. Functional & technical designing 3. Programming languages proficient in multiple skill clusters 4. DBMS 5. Operating Systems and software platforms 6. Software Development Life Cycle 7. Agile Scrum or Kanban Methods 8. Integrated development environment (IDE) 9. Rapid application development (RAD) 10. Modelling technology and languages 11. Interface definition languages (IDL) 12. Broad knowledge of customer domain and deep knowledge of sub domain where problem is solved"
Flutter Developer,"*Designation: - Jr/Sr Software Engineer*
*Required Skills*: - Android,Flutter
Develop apps on various mobile platforms such as Android, iOS etc
*Required Experience and Qualifications*
B.E / BCA / MCA / MSc. IT
*Benefits: *1) 1st to 4th Saturday half-day
2) Learning session.
3) Motivation Session
4) Employee Engagement Activity
5) Salary on time.
6) Festival Celebration.
7) Friendly environment
Note: - We preferred Surat-based candidate or those candidates who want to Relocate(PG) in Surat. (Up-down not allowed)
Job Type: Full-time
Salary: 10,000.00 - 12,000.00 per month
Experience:
* Flutter: 1 year (Preferred)
* software development: 1 year (Preferred)
* work: 1 year (Preferred)
* total work: 1 year (Preferred)
Education:
* Bachelor's (Preferred)
Work Remotely:
* No"
Node js developer,"Job Position : Node JS Developer
Experience : 3+ yrs
Description :
Experience with HTML, CSS, and AJAX, Programming Languages like programming in Python, Node JS., MySQL, Mongo DB, Puppet, PHP, KVM, Openstack, AWS, Open Source, Python, Perl, Kafka.
Development experience in designing object oriented JavaScript and Node JS.
Knowledge of web libraries and frameworks such as AngularJS, Polymer, and Closure :
 -Javascript proficiency including Es6+ syntax in Node.js.
 -Database knowledge is a must : MongoDB or MySql
 -Experience working with the MEAN stack
 -Thorough understanding of Node JS principles
 -Experience with data structure libraries
Proficient with source control management and collaboration tools:
 -GIT-Diligence for coding standards -Experience of external integrations is a plus
 -Expertise with Linux based systems
 -Experience with testing and automation frameworks.
Skills : Javascript, nodejs, mongodb, mean, mern, angular, typescript, npm, git
Qualification : BE/BTech, MCA, MCS
Job Type : Full-time
Location : Pune"
Django Developer,"Job Summary
Published on : 2 months ago
Vacancy : 2
Employment Status : Full Time
Experience : 1 - 2 Yrs
Salary : Not disclosed
Interview Venue : MANGLORE
Work with python MVC frameworks (Flask, Django)
Work on the backend of Mateverse - our platform to build and deploy machine learning models without writing a single line of code.
Write web services in Django and Flask REST Framework
Work with Redis and MySQL databases
Simple bash scripting(Linux)
Write ReactJS components, routers, views
Write Flux and Redux code
Use Bootstrap, CSS3, Sass, write responsive code
Skills Required : Python, Django, Flask, ReactJS(Redux, Redux Thunk), MySQL, Redis, REST Framework, Linux(Bash, Shell scripting), HTML5, CSS3(Bootstrap and other open source css frameworks), jQuery, Webpack, Gulp
You have an advantage if you know: RabbitMQ/Kafka/Celery, Luigi Task Manager
Skills
PostgreSQL , Python Scripting , Python , Odoo Development , Django framework ,
Qualifications
BE / B.Tech Engineering - Computer Science / IT
B.Sc. Computer Science"
Django Developer,"Title: Software Engineer
Reports to Title: Associate Leader Program Management
Number of Resources: 2
Experience: 6 - 8 years in Python, ReactJS / Django / SQL
Education: BCA/MCA/BE
Location: Bangalore
00-8.00 Years"
Machine Learning,"Innovate to solve the world's most important challenges
Key responsibilities -
Implementation of end-to-end statistical/ML/analytics solutions as per the industry standard process, CRISP-DM
Understand business requirements and propose suitable solutions
Explore, devise and implement ML algorithm stack
Experiment, prototype and finalize specific solution with the best business metrics
Design and implement architecture/tech stack for data integration, data flow and data storage for ML solutions
Collaborate with product teams across the organization for deployment and integration of AI solutions in existing products
Deliver production quality, modular, reproducible code in Python
Create data visualizations to visualize raw data and analytics insights to demonstrate efficacy of the solution
Requirements
Solid understanding of statistics, probability, ML and DL
A minimum of 2 years of experience in developing and deploying end-to-end AI/ML solutions in production environment
Exposure to reinforcement learning, supervised and unsupervised algorithms, various architectures of neural networks, time series forecasting, deep learning networks
Deep expertise in any specific application of ML and DL
Prior experience in building and deploying ML pipelines from data ingestion, preparation to deploying models in production
An understanding of various databases relational, NoSQL with prior experience in any DB
Exposure to ML and DL frameworks like TensorFlow, PyTorch, Caffe, etc
Familiarity with ML testing and data validation frameworks
Good to have
Familiarity with IoT communication protocols like MQTT
Edge AI deployment experience
HTSIND2020
Additional Information
JOB ID: HRD104227
Category: Engineering
Location: Devarabisanahalli Village, KR Varturhobli,,East Taluk - Phase I,Bangalore,KARNATAKA,560103,India
Exempt
Business Services"
