Job Title,Job Description
Java Developer,"We are looking for the best software engineer and development leader in the Denver area and someone who wants their work to have an impact on their community, nation, and planet.
As a rapidly growing firm in the law enforcement and corporate security technology space, we take pride in building a team of game changers, innovators, and thinkers who are driven to help create a platform that allows our customers to save lives.
We are looking for a Lead Developer to join our growing team. In addition to developing, testing and delivering our SaaS application across a wide variety of organizations, both large and small, the Lead Developer will also be responsible for leading a team of junior engineers, providing code reviews and peer programing, and leading the engineering team to be the best in the world. You'll be constantly challenged to learn and innovate while delivering the technology and we need this leader to be comfortable with that reality. We're looking for someone who has a great coding background but is also looking to move into a leadership role in a rapidly growing company. If you thrive in a fast-paced start-up culture, with a passion for delivering new technologies to our customers, we want you to be a part of our team.
Job Responsibilities - What Youll Do
Work with a small team including software engineers, testers, operations members and end users to architect, design, build, test, and modify the system throughout its lifecycle
Manage your development team with tools like Jira and GitLab
Work in an Agile and highly collaborative environments, with a strong understanding of Agile principles and concepts
Take initiative to research and implement technology solutions for reliable, scalable, high-performing services. Contribute to the strategic direction of the business and understand how your teams will deliver and continuously improve
Lead a team of engineers and mentor, train and enable them to become stronger developers and contributors to the team. Drive the teams to consistently deliver quality products that solve customer problems and create business value
Lead your team by example and personally develop new features and functions in most sprints
Engage in continuous performance management to coach, provide feedback and inspire excellence while clearly communicating expectations and holding teams accountable
Establish programs that mentor and coach team members, help develop their careers, identify strengths, opportunities for improvement and promote a continuous development and learning culture
Job Skills & Qualifications
Bachelor's degree in Computer Science, Engineering, or a related field; Graduate degree a plus
10+ years of software development experience with programming languages and tools in an Agile environment
Required - JavaScript with One or More Modern Frameworks - 5+ years; Java Programming - 5+ years
Preferred - Sencha ExtJS framework; Apache Cordova - 3+ years; Java REST Backend - 3+ years
Experience with NoSQL databases
Strong technical background in cloud/SaaS
Minimum 4 years experience managing teams with increasing scope and influence, preferably in high-tech startup environment during periods of rapid growth.
Senior Manager level experience or higher of at least 2 years
Motivated self-starter who can identify issues, research solutions, and bring them to the team for implementation
Strong verbal and written communication skills
Rigorous attention to detail and focus on quality of deliverables
Passion for working with technology and excitement for creating high quality technology products
Benefits
Competitive salary and bonus program in an entrepreneurial environment.
Excellent health, dental, and vision insurance (70% company paid).
Unlimited paid time off plan plus paid holidays.
Ability to work from home (job is located in Denver and not 100% remote, but does offer flexibility to work from home)
401k with company matching
About Kaseware
Kaseware is a dynamic, rapidly growing company located in the Denver metro area. We build state-of-the-art software for law enforcement and corporate security customers. We serve those that serve our communities and make our world safer.
Due to the nature of our business, you must be able to pass a full CJIS compliant fingerprint based background check, which is required for individuals needing access to criminal justice information (CJI).
U.S. Citizens and those authorized to work in the U.S. are encouraged to apply (we are unable to sponsor at this time). You must reside in the Denver metro area (Kaseware will not provide relocations for this position at this time).
Job Type: Full-time
Pay: Up to $165,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Retirement plan
Vision insurance
Schedule:
Monday to Friday
Experience:
Software Development: 10 years (Preferred)
Education:
Bachelor's (Required)
Location:
Aurora, CO 80014 (Required)
Work authorization:
United States (Required)
Work Location:
One location
Work Remotely:
Temporarily due to COVID-19"
Flutter Developer,"We are Product based IT Company and Looking for immediate joiners.
Interested candidates please mention your current CTC and expected CTC and Joining date in your CV
Job Types: Full-time, Walk-In
Salary: 30,000.00 - 40,000.00 per month
Schedule:
Day shift
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
PHP Developer,"We are looking for a PHP Developer who is dedicated to the craft, writes code that they are proud of, and can hit the ground running.
Requirements
Proven software development experience in PHP
Understanding of open source projects like Joomla, Drupal, Wikis, osCommerce, etc
Demonstrable knowledge of web technologies including HTML, CSS, Javascript, AJAX, etc
Good knowledge of relational databases, version control tools, and developing web services
Experience in common third-party APIs (Google, Facebook, eBay, etc)
Passion for best design and coding practices and a desire to develop new bold ideas
BS/MS degree in Computer Science, Engineering or a related subject
Job Type: Full-time
Salary: 12,000.00 - 45,000.00 per month
Schedule:
Day shift
Monday to Friday
Night shift
Supplemental Pay:
Overtime pay
Performance bonus
Shift allowance
Experience:
PHP: 1 year (Required)
Programming Languages needed:
PHP (Preferred)
Work Remotely:
No
Speak with the employer
+91 9814155526"
Django Developer,"About the company:
Antino Labs Private Limited started with the ambition of providing software services using cutting-edge technologies ensuring quality and reliability. We were already working to define our standards and be proficient in the industry's best practices but the plan was to do something to overcome the challenges we experienced in the previous companies we served. We strive to make a real difference by creating exceptional, high-performing web, and mobile apps. Our approach is collaborative, transparent, and focused on making an impact. We are a customer-focused, fast-growing, IT firm, leading in designing and developing websites, web applications, mobile applications, and any other custom development work. We understand our client's requirements and our ability to handle all aspects of front-end/back-end development which includes clean designs, a seamless development cycle, and at last, a well-documented code.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Developing web applications in Python/Django 2. Working on customization of Oscar Django framework 3. Using ORM (object-relational mapper) libraries 4. Integrating databases (Postgres, MySQL, and MongoDB) 5. Developing REST APIs to consume in frontend 6. Writing frontend using HTML/CSS/JavaScript
Who can apply:
Only those students or freshers can apply who:
are available for full time (in-office) internship
have relevant skills and interests
can start the internship between 19th Oct'20 and 23rd Nov'20
are available for duration of 6 months
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Number of internships/jobs available: 2
Categories: Computer Science,Full Stack Development,Programming,Python/Django,Web Development,Engineering"
PHP Developer,"Job Description:
1-4 years of experience as a PHP Developer with proven track.
Requirements:
Integration of user-facing elements developed by front-end developers
Build efficient, testable, and reusable PHP modules
Understanding the fully synchronous behavior of PHP
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3.
Familiarity with limitations of PHP as a platform and its workarounds.
Software Skills:
front-end technologies, such as JavaScript, HTML5, and CSS3"
JavaScript Developer,"Responsibilities
Develop new user-facing features.
Build reusable code and libraries for future use.
Ensure the technical feasibility of UI/UX designs.
Optimize applications for maximum speed and scalability.
Assure that all user input is validated before submitting to back-end services..
Collaborate with other team members and stakeholders
Skills and Qualifications
Has experience of 3 to 7 Years.
Strong understanding of JavaScript, its quirks, and workarounds.
Basic understanding of web markup, including HTML5 and CSS3.
Good understanding of JavaScript libraries and frameworks such as AngularJS, KnockoutJS, BackboneJS, ReactJS, DurandalJS etc.
Good understanding of asynchronous request handling, partial page updates, and AJAX
Proficient understanding of cross-browser compatibility issues and ways to work around such issues
Familiarity with JavaScript module loaders, such as Require.js and AMD
Familiarity with front-end build tools, such as Grunt and Gulp.js
Proficient understanding of code versioning tools, such as {{Git / Mercurial / SVN}}
Good understanding of browser rendering behavior and performance
In case you are interested and wish to apply for the position. Please visit the below link and fill the mandatory details. Attach the CV as well.
https://docs.google.com/forms/d/e/1FAIpQLSe8-LlliqUHF3IPtEufmyALdQqwjc8U3EgioKbnNxEP0BUefA/viewform?usp=sf_link
OR
Fill the below details and send to us
Name 
Contact number
You total years of experience 
Your current CTC 
Your expected CTC 
Notice period 
Regards,
Saurabh Singh
HR executive
SQr Infotech Pvt. Ltd.
ssingh@sqrinfotech.com
00-7.00 Years"
Software Engineer,"Role Proficiency:Level of Proficiency:Systematically develops and promotes technology solutions ensuring the developed solution meets both functional and non functional requirements.Outcomes:1. Develop and promote technical solutions which support the business requirements within area of expertise. 2. Ensures IT requirements are met, and service quality maintained when introducing new services. Considers the cost effectiveness of proposed solution(s). 3. Set FAST goals and provide feedback to FAST goals of mentees 4. Innovative and technically sound for project analysis in depth. 5. Uphold the standards and best practices by adhering to them in his/her work, as well as by implementing them in the teams work by reviewing and monitoring. 6. Provide innovative contribution within the team by coming up with ideas to automate repetitive work. 7. Able to mentor Developers in such a way that they can progress to the next level of growth. 8. Conduct peer reviews and demand high quality standards for the reviewed deliverables. 9. Conduct technical assessments for hiring candidates to Developer roles.Measures of Outcomes:Measures:1. Adherence to engineering process and standards (coding standards) 2. Defined productivity standards for project 3. Schedule Adherence 4. Mandatory Trainings/Certifications 5. Innovativeness (In terms of how many new ideas/thought processes/standards/best practices he/she has come up with) 6. Maintain quality standards for individual and team 7. Adhere to project schedules for individual and team 8. Number of technical issues uncovered during the execution of the project 9. Number of defects in the code 10. Number of defects post delivery 11. Number of noncompliance issues 12. On time completion of mandatory compliance trainings 13. Adhere to organizational policies and processesOutputs Expected:Code:Independently develop code for above Maintain best coding and engineering practicesConfigure:Implement and monitor configuration processTest:Create and review unit test cases, scenarios and execution 100% code coverage for unit testingDocumentation:Sign off templates, checklists, guidelines, standards for design/process/development Sign off deliverable documents design documentation, requirements, test cases and results Design:Creation of design LLD architecture for Applications, Features, Business Components and Data ModelsInterface with Customer:Proactively influence customer thought process Consider NPS Score for customer and delivery performanceManage Project:Contribute to module level developmentManage knowledge:Consume and contribute to project related documents, share point, libraries and client universities Creation of knowledge sharing assetsAssists others in resolving complex technical problems::Manage all aspects of problem management activities, investigating the root cause of problems and recommend SMART (specific, measurable, achievable, realistic, timely) solutionsDevelopment and review of Standards & Documentation::Maintenance of software process improvement activities; communicating to a range of individuals, teams and other bodies.Skill Examples:1. Proactively identify solutions for technical issues 2. Ability to maintain technical evaluation procedures 3. Ability to estimate project effort based on the requirement 4. Perform and evaluate test results against product specifications 5. Break down complex problems into logical components 6. Interface with other teams, designers, and other parallel practices 7. Set goals for self and team. Provide feedback to team members 8. Create and articulate impactful technical presentations 9. Follow high level of business etiquette in emails and other business communication 10. Drive conference calls with customers and answer customer questions 11. Proactively ask for and offer help 12. Ability to work under pressure, determine dependencies, risks, facilitate planning; handling multiple tasks. 13. Build confidence with customers by meeting the deliverables on time with a quality productKnowledge Examples: 1. Deep level proficiency in the specialist area. 2. Proficiency in technology stacks 3. Appropriate software programs / modules 4. Programming languages 5. DBMS 6. Operating Systems and software platforms 7. SDLC 8. Integrated development environment (IDE) 9. Agile Scrum or Kanban Methods 10. Knowledge of customer domain and sub-domain where problem is solved. 11. Knowledge of new technologies (e.g. Data science, AI/ML, IoT, big data, and cloud platform, etc RDBMS and NOSQL 12. Deep knowledge of architecting solutions and applications on cloud-based infrastructures."
DevOps Engineer,"Responsibilities:
 Provide phone, email and IM assistance to first and second level support personnel.
 Includes the monitoring and high availability of all services related to the Mediaocean application
 Make suggestions about performance enhancements of the environment to scale faster with less capital outlay
 Assist in implementing disaster recovery and business continuity plans
 Setup and maintain cloud infrastructure ensuring high quality, security and cost efficiency
 Work as a partner to operation and development teams, updating/enhancing our current cloud and In-house DC infrastructure and tools.
 Hands-on implementation & upgrade of tools for monitoring, trending & diagnostics.
 Identify opportunities to improve operations and automation process.
 Select, deploy, administer and support 3rd party tools as needed, like Quickbuild,Jenkins Jobs/Plugins/Settings and Integration through CI/CD platform and Docker Orchestration tools like (Rancher, Kubernetes).
 Guide and develop infrastructure & tools architecture design to enable high uptime, minimize failures, ensure applications & data security and expedite diagnostics.
Qualifications/Skills:
 2-3 years experience.
 The Systems Administrator should be expert in installing, managing and troubleshooting Linux hosts and common open-source applications including Apache and Tomcat/Jboss based application servers.
 Apply cloud (AWS, Azure) computing skills to deploy upgrades and fixes.
 Design, develop, and implement software integrations based on user feedback.
 Troubleshoot production issues and coordinate with the development team to streamline code deployment.
 Have experience automating and running large scale production Java/Tomcat services in AWS (EC2, ECS, EKS and S3) or other cloud providers
 Solid networking experience (TCP/IP, routing, load balancing, DNS)
 Experience working with deployment and orchestration technologies (such as Puppet, Docker, Ansible, Jenkins).
 Experience with Tomcat/Jboss app server, Docker containerization, Apache, Docker registry (Nexus), ELK, Nagios, IBM MQ and RabbitMQ.
 Familiarity with standard IT security practices such as encryption, certificates and key management.
 The System Administrator must be able to create tools utilizing common script languages like perl and bash.
 The Systems Administrator have experience in installing, managing and troubleshooting Windows hosts and common Microsoft applications.
 Lead small to medium size systems administrations project
 Strong analytical and troubleshooting skills
 Strong organizational and communication skills
 Enthusiastic customer service attitude
 Individual accountability
 Process oriented
 Strong work ethic
 Focus on teamwork"
Full Stack Developer,overview perficient deliver mission-critical technology business solution fortune 500 company recognized brand planet cutting-edge technology thanks close partnership world biggest vendor network office across north america well location india china give opportunity spread wing proud publicly recognized top workplace year year due small part entrepreneurial attitude collaborative spirit set u apart keep colleague impassioned driven fulfilled perficient currently ha career opportunity java developer detroit market contribute cloud engagement opportunity grow skill trained cutting edge technology full- time opportunity competitive salary bonus full benefit java developer participate aspect software development lifecycle includes estimating technical design implementation documentation testing deployment support application developed client member working team environment work solution architect developer interpretation/translation wireframes creative design functional requirement subsequently technical design responsibility responsible implementing part technical solution client accordance agreed upon technical design occasionally responsible providing detailed technical design enterprise solution understands broad spectrum technology order provide part detailed technical design meet customer requirement often lead small-to-medium technical project work direction project/technical manager customer nominated representative liaises solution architect appropriate provides technical support input application technology defined business segment provides advice solution integration opportunity defined segment provides technical leadership specific integration activity part engagement provides planning design support development solution architecture implemented multiple system environment qualification least four year professional experience bachelor computer science equivalent degree ; without degree three additional year relevant professional experience 3-5 year experience core java & j2ee experience spring framework spring boot microservices plus experience working agile environment test driven development tdd experience preferred experience cloud technology pivotal ibm bluemix amazon web service aws google cloud platform gcp plus experienced continuous integration continuous deployment ci/cd methodology preferred strong debugging problem solving investigative skill ability assimilate disparate information log file error message etc pursue lead find root cause problem able communicate present complex issue assurance confidence demonstrates use consulting skill including questioning listening idea development permission rapport influencing perficient full-time employee receive complete competitive benefit offer collaborative work environment competitive compensation generous work/life opportunity outstanding benefit package includes paid time plus holiday addition colleague eligible number reward recognition program including billable bonus opportunity encouraging healthy work/life balance providing colleague great benefit part make perficient great place work perficient perficient leading digital transformation consulting firm serving global 2000 enterprise customer throughout north america unparalleled information technology management consulting creative capability perficient perficient digital agency deliver vision execution value outstanding digital experience business optimization industry solution work enables client improve productivity competitiveness ; grow strengthen relationship customer supplier partner ; reduce cost perficient 's professional serve client network office across north america offshore location india china traded nasdaq global select market perficient member russell 2000 index & p ; smallcap 600 index _perficient equal opportunity employer qualified applicant receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law._ _disclaimer _ _the statement intended complete statement job content rather act guide essential function performed employee assigned classification management retains discretion add change duty position time._ li-js1
PHP Developer,"Job Name : PHP Developer
Job Role : Developer
Industry : IT/Software
Job Location : Surat (Gujarat)
Experience : 1 to 3 Year
Salary : Best in the industry
Skills: Core PHP/ Laravel/ Codeigniter/ MVC
Education : B.Tech / MCA / BCA
Job Description:
We are looking for a PHP Developer responsible for managing back-end services and the interchange of data between the server and the user. developer primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end.he will also be responsible for integrating the front-end elements built by your co-workers into the application; therefore, a basic understanding of front-end technologies is necessary as well.
Responsibilities:
Integration of user-facing elements developed by front-end developers.Building efficient, testable, and reusable PHP components.Solving complex performance problems and architectural challenges.Strong grasp on PHP as a language and knowledge of its quirks.Knowledge of object oriented PHP programming.Strong knowledge of PHP and its extensive feature set.Understanding of basic CakePHP conventions and patterns.Knowledge of PHPs object-relational mapping (ORM).Knowledge of PHPs suite of helpers and their use in the presentation layer.Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3.Integration of multiple data sources and databases into one system.User authentication and authorization between multiple systems, servers, and environments/Familiarity with SQL/NoSQL/MySQL databases and their declarative query languages.Understanding accessibility and security compliance.Proficient understanding of code versioning tools, such as Git.Object-oriented application building experience in a professional Agile/Scrum environment.Thorough understanding of relational databases such as MySQL or similar technologies.Excellent coding skill in PHP, Node.js, js,Css,Html Proficiency in Linux environment.Expert knowledge with MVC frameworks: CakePHP, Zend, Laravel, Symfony, etc.Experience with Sass and/or Less.Understanding of User Interface workflows.Knowledge working closely with git.Excellent communication skills and being able to work independently or in a full team.Experience in test automation and test-driven development.Experience with AWS/EC2, or other cloud services.Experience in PHP.integration of user-facing elements developed by front-end developers.Building efficient, testable, and reusable PHP components.Solving complex performance problems and architectural challenges.Integration of data storage solutions.Strong grasp on PHP as a language and knowledge of its quirks.Knowledge of object oriented PHP programming.Strong knowledge of PHP and its extensive feature set.Understanding of basic PHP conventions and patterns.Knowledge of PHPs object-relational mapping (ORM).Familiarity with the Fat Model, Skinny Controller approach.Knowledge of CakePHPs suite of helpers and their use in the presentation layer.Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3.Understanding fundamental design principles behind a scalable application.Integration of multiple data sources and databases into one system.User authentication and authorization between multiple systems, servers, and environments."
Machine Learning,"Greeting to All :
We are an IT Company Based in Pune Looking for Fresher Interns.
are available for Machine Learning ,AI and data Science offline or online internship
have relevant skills and interests
can start the internship Before FEB 2021
are available for duration of 3 to 6 Month months
have already graduated or are currently in any year of study.
Education ... Any Pursuing or passout student can Join.
Experience .. No Experience Required
Skills .html,or Basic Knowledge
Job Type: Internship
Benefits:
Flexible schedule
Schedule:
Day shift"
DevOps Engineer,"Product with unique selling point
Large customer segment
About Our Client
Our client is a fast-growing Muslim community startup.
Job Description
As a DevOps Engineer, you will be responsible for:
Developing and managing DevOps infrastructure that handles all API traffic across the system
Build DevOps automations
Improve DevOps discipline
The Successful Applicant
A successful candidate has:
At least 3 years of hands-on experience running infrastructure as a service
Excellent bash and scripting fundamentals, hands-on with scripting in programming languages such as Python, Golang, etc.
Good understanding of distributed system fundamentals and able to troubleshoot issues in a larger distributed infrastructure
Working knowledge of TCP/IP, internet routing, and load balancing
Basic understanding of cluster orchestrators and schedulers, such as Kubernetes
Deep knowledge of Linux as a production environment, container technologies, such as Docker
Experience with production distributed systems and an understanding of microservices architecture, RESTful service, and CI/CD
Prior experience with AWS, GCP, Azure, etc. is a plus
What's on Offer
A part of fast-growing startup with strong customer base"
Software Engineer,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPals 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPals 325+ million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies. The Activities Platform Engineering team is looking for a highly talented, self-driven Staff Software Engineer to take on the challenge of leading the platform back-end team. In this role you will be working with a team of engineers to design and build the next generation of our Platform capabilities that are used by PayPals Native mobile experiences and web products. The Activities Platform team builds capabilities that are utilized by spectrum of products across PayPal used at a global scale.
Job Description:
Job Responsibilities:
Quick & Excellent Problem Solving skills for complex & large scale problems
Strong in Data structures & Algorithms
Very good hands-on knowledge of Core Java and J2EE
Technical Breadth Exposure to a wide variety of problem spaces, technologies
Very Strong System design and OO skills with a nifty ability to craft clean interfaces and operate at the right levels of abstraction
Solid coding skills with ability to drive teams through massive refactoring exercise & improve coding standards across large code bases
Good knowledge, understanding & experience of working with a large variety of multi-tier architectures. Awareness of pitfalls & use cases for a large variety of solutions
Good understanding & experience of high performance microservices scale & real-time response systems
Experience & exposure to a variety of large-scale persistent systems including large databases
Exposure to complete product development cycles From inception to production to scaling up, supporting new requirements, re-architectures
Should have been part of scalable product development cycles with either large data handling or large transaction processing exposure for 3+ years
Partner closely with design and product stakeholders to translate business requirements into clear functional specifications.
Lead a team of developers in code reviews, advising team members of the design approach and implementation.
Implement, test and deploy secure web application code following best practices of accessibility and internationalization.
Collaborate with multiple teams to provide efficient and innovative solutions to business requirements.
Qualifications
7+ years of experience in software engineering working through the full product development cycle from initial design to final product delivery
BS/MS in Computer Science or equivalent experience
We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.
PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities."
Network Administrator,"Job Skills Bachelor's degree in Electronics Engineering, Computer Engineering, Information Technology or any related course. Minimum of 5 years network operations or engineering experience Advanced understanding and experience in VPN technology
Job Duties
Monitoring of all infrastructure, development and environmental alerts to ensure 24x7
operations and minimal service impacts
Provide early warning and rapid response for each alert
Perform first level troubleshooting
Validates the alert and escalate to appropriate IT technicians to have the issue investigated
further
Update and maintain the NOCs document library
Ensures all activities are documented and tracked through the NOC ticketing system
Works with both internal and external teams to assist in escalated troubleshooting for issues
relating to the company's products and platforms
Executes established procedures as it relates to incident, change and event management
Handle trouble tickets and work closely with engineering and field technicians
Open and Escalate trouble tickets with carriers as well as with hardware vendors to resolve
service impacting issues
Escalate and communicate alerts within the prescribed SLA
Location - Malad
Max CTC - 10 Lakhs
contact or whatsapp 8850614047"
Node js developer,"Hiring Node JS Developer for a leading engineering services company, a client of Roljobs Technology Services Pvt Ltd.
Work Location: Mumbai
Experience: 3-6 years
Skills Required:
 Node JS
 Angular 2+
 Protractor
 ExpressJS
 RDBMS
Responsibilities Include:
 Building interactive UI design and RESTfully abstract to UI through Node.js backend
 Defining code architecture decisions to support a high-performance and scalable product with a minimal footprint.
 Integrating user-facing elements with backend server side logic
 Writing reusable, testable, and efficient code Design."
Full Stack Developer,grow developer building thing matter groupon 're using global technology team bring back excitement local retail groupon local experience local restaurant ; local nightlife ; local shopping spend day developing tool platform experience help small business thrive local community might look like ordinary ecommerce app surface using cutting edge technology build product regularly positively impact life 50 million people hundred thousand small business owner dynamic pricing team drive one groupon 's important goal - competitive pricing connect data science team customer business user ensure deal see groupon unbeatable pricing build service power many million page view per minute hundred thousand price change day also build application feature allow internal user manage pricing setup special sale campaign ambition drive want road map company know scale want talk 're looking great technology developer hack variety product aimed making customer small business life easier happier work small self-managing collaborative agile team team product designer implement stuff quickly key responsibility work directly product manager engineer build feature improve effectiveness pricing able work mostly independently actively seek feedback user product manager take ownership application feature end-to-end able drive feature design automated test code refactoring way delivery strong advocate best design practice participate highly-collaborative engineering team ; passionate sharing idea constantly improve work culture product build requirement b computer science related field equivalent experience 4+ year professional software development experience front-end backend development platform javascript experience - especially using ember node highly preferred experience java scala plus experience relational database system mysql postgres 're willing excited learn new technology including java clojure scala ember.js nice experience working hadoop/hive must able work open environment chicago office
JavaScript Developer,"Job Description
Call-backs, promises ? Strong knowledgeCloud AWS, SQL Queries - recommended
Very good JavaScript and OOP programming in JavaScript mandatory
Coding standards, Syntax and Algorithm mandatoryNode JS units tests framework ? mandatory
Very good problem solving
Required Knowledge, Skills, and Abilities
3years Experience in Call-backs, promises
3years Experience in Cloud AWS
3years Experience in SQL Queries
3years Experience in JavaScript
3years Experience in OOP programming
3.00-8.00 Years"
DevOps Engineer,"Candidates must have at least a Bachelor's Degree in Computer Science / Information Technology
2+ years of experience building and managing CI/CD workflows and complex system integrations.
Strong architectural background in Public/Private/Hybrid Cloud platforms like Amazon Web Services and Google Cloud Platform.
Experience in writing automation using Shell, MongoDB, NodeJS and Angular
Strong knowledge on Linux.
Experienced in one or more DevOps tools like Nignx, Git, Docker, Kubernetes etc.
Experience in security architecture for infrastructure, application and data layers
Experience in DevOps estimations, assessments and solutioning desired
Agile methodology across the environment for faster deployments"
PHP Developer,"Job Summary*
Admedia India is seeking a Senior PHP Developer to join our high-growth, creative organization at our offices in New Delhi. This position is responsible for developing and maintaining projects in PHP utilizing industry standards and best practices. Candidates will be tasked with taking a finished design and create functional PHP software to be deployed in LAMP environments. The position will require expert knowledge of all main components of the LAMP environment.
Responsibilities and Duties*
Be able to design and create functional web applications and websites in a LAMP environment.
Ability to think critically, conduct research and creatively solve problems.
Ability to communicate clearly with the Los Angeles team and the ability to collaborate as a team.
Ability to adopt new skills and innovate with the latest technologies in order to create state of the art high-traffic web applications running on multiple web servers.
Key Skills*
Expert in hand-coding PHP, MySQL, Agile, AJAX, Flash, XML, Perl, and Shell scripting
Required Experience and Qualifications*
Must have 5+ years working experience in Online Search Advertising code environment
Expert knowledge of PHP, MySQL, XML, Apache and Linux servers along with frontend development using Javascript, jQuery, and other libraries
Knowledge of design patterns, composition, and object-oriented development
Experience working with APIs, both integrating a third-party API and creating your own when necessary. Oath, Facebook, Twitter, Google API experience preferred
Ability to build custom REST API's
RTB Experience is Required
Experience designing relational databases and queries
Experience in Memcache, Redis or similar caching technology
Experience integrating PHP into a full-stack environment. Ability to write JS/HTML/CSS
Advanced knowledge of building Content Management Systems, either from your own design or from frameworks using CodeIgniter
Must have B Tech, M Tech, ME, or MSC Engg in order to apply
Job Type: Full-time
Pay: 500,000.00 - 2,000,000.00 per year
Experience:
PHP/LAMP Coding: 5 years (Required)
Ad Technology: 3 years (Required)
Location:
New Delhi, Delhi (Preferred)
Benefits:
Meal card / Food coupons
Flexible work hours
Education assistance
Phone / Internet reimbursement
Other
Travel allowance"
Wordpress Developer,"Job Description
WordPress Developer
Must have excellent knowledge of Wordpress Plugin development, custom development.
Strong Wordpress experience with exposure to large scale wordpress applications.
Complete knowledge of Wordpress architect.
Optimising performance & Security for the website.
Ability to convert complex requirement into wordpress CMS.
Ability to create and customize plugin for complex requirements.
Should have worked on WooCommerce plugin & greatly customized woocommerce.
Must have experience to theme development, integration and customization.
Must have knowledge of OOPS Concepts.
Should be agile and quick problem solver.
Candidate Must have knowledge of Template conversion (Html to Php).
Must require the knowledge of Woo-commerce development.
Having strong knowledge of CMS development.
Experience :
2 to 3 Years
Position :
6 Position
Location :
Ahmedabad"
Wordpress Developer,"Experience: 2-5 years
Job Location:- Aurangabad/Pune
Vacancies:- 02
Note: Fresher Do Not Apply
Job Description
Looking for experienced developers who are passionate to work with an IT / Software Development company.
Basic Requirements:
Having prior working experience on WordPress
Should be proficient verbally and written communication skills.
Should be capable of writing an efficient code using best software development with good coding practices.
Able to integrate data from various back-end services and databases.
Able to integrate with external application ERP/CRM
Should be capable of working on Payment gateway integration on multiple platforms
Should have adequate knowledge of relational database systems and Object Oriented Programming.
Hands on experience required upon web applications including Security and session management.
Capable of self- upgrading upon emerging new technologies and apply them into operations and activities.
Able to deliver projects before deadlines.
Able to work on multiple Frameworks such as Zend etc. would be an added advantage
Responsibilities and Duties
Should be able to manage on handling Multiple Projects
Manage project independently
Manage clients
Able to handle the team
Deliver projects before deadlines.
Required Experience, Skills and Qualifications
 WordPress
 Plugin-in development
 PHP
 HTML/HTML5
 Javascript/jQuery
 Bootstrap
 MySQL
Qualification:
 UG: B.Sc (CS/CSC/IT), BCA, BCS, BE, B.Tech (CS/CSE/IT)
 M.Sc (CS/CSC/IT), MCA, MCS, ME, M.Tech (CS/CSE/IT)"
