Job Title,Job Description
DevOps Engineer,"Responsibilities:
 Provide phone, email and IM assistance to first and second level support personnel.
 Includes the monitoring and high availability of all services related to the Mediaocean application
 Make suggestions about performance enhancements of the environment to scale faster with less capital outlay
 Assist in implementing disaster recovery and business continuity plans
 Setup and maintain cloud infrastructure ensuring high quality, security and cost efficiency
 Work as a partner to operation and development teams, updating/enhancing our current cloud and In-house DC infrastructure and tools.
 Hands-on implementation & upgrade of tools for monitoring, trending & diagnostics.
 Identify opportunities to improve operations and automation process.
 Select, deploy, administer and support 3rd party tools as needed, like Quickbuild,Jenkins Jobs/Plugins/Settings and Integration through CI/CD platform and Docker Orchestration tools like (Rancher, Kubernetes).
 Guide and develop infrastructure & tools architecture design to enable high uptime, minimize failures, ensure applications & data security and expedite diagnostics.
Qualifications/Skills:
 2-3 years experience.
 The Systems Administrator should be expert in installing, managing and troubleshooting Linux hosts and common open-source applications including Apache and Tomcat/Jboss based application servers.
 Apply cloud (AWS, Azure) computing skills to deploy upgrades and fixes.
 Design, develop, and implement software integrations based on user feedback.
 Troubleshoot production issues and coordinate with the development team to streamline code deployment.
 Have experience automating and running large scale production Java/Tomcat services in AWS (EC2, ECS, EKS and S3) or other cloud providers
 Solid networking experience (TCP/IP, routing, load balancing, DNS)
 Experience working with deployment and orchestration technologies (such as Puppet, Docker, Ansible, Jenkins).
 Experience with Tomcat/Jboss app server, Docker containerization, Apache, Docker registry (Nexus), ELK, Nagios, IBM MQ and RabbitMQ.
 Familiarity with standard IT security practices such as encryption, certificates and key management.
 The System Administrator must be able to create tools utilizing common script languages like perl and bash.
 The Systems Administrator have experience in installing, managing and troubleshooting Windows hosts and common Microsoft applications.
 Lead small to medium size systems administrations project
 Strong analytical and troubleshooting skills
 Strong organizational and communication skills
 Enthusiastic customer service attitude
 Individual accountability
 Process oriented
 Strong work ethic
 Focus on teamwork"
Full Stack Developer,overview perficient deliver mission-critical technology business solution fortune 500 company recognized brand planet cutting-edge technology thanks close partnership world biggest vendor network office across north america well location india china give opportunity spread wing proud publicly recognized top workplace year year due small part entrepreneurial attitude collaborative spirit set u apart keep colleague impassioned driven fulfilled perficient currently ha career opportunity java developer detroit market contribute cloud engagement opportunity grow skill trained cutting edge technology full- time opportunity competitive salary bonus full benefit java developer participate aspect software development lifecycle includes estimating technical design implementation documentation testing deployment support application developed client member working team environment work solution architect developer interpretation/translation wireframes creative design functional requirement subsequently technical design responsibility responsible implementing part technical solution client accordance agreed upon technical design occasionally responsible providing detailed technical design enterprise solution understands broad spectrum technology order provide part detailed technical design meet customer requirement often lead small-to-medium technical project work direction project/technical manager customer nominated representative liaises solution architect appropriate provides technical support input application technology defined business segment provides advice solution integration opportunity defined segment provides technical leadership specific integration activity part engagement provides planning design support development solution architecture implemented multiple system environment qualification least four year professional experience bachelor computer science equivalent degree ; without degree three additional year relevant professional experience 3-5 year experience core java & j2ee experience spring framework spring boot microservices plus experience working agile environment test driven development tdd experience preferred experience cloud technology pivotal ibm bluemix amazon web service aws google cloud platform gcp plus experienced continuous integration continuous deployment ci/cd methodology preferred strong debugging problem solving investigative skill ability assimilate disparate information log file error message etc pursue lead find root cause problem able communicate present complex issue assurance confidence demonstrates use consulting skill including questioning listening idea development permission rapport influencing perficient full-time employee receive complete competitive benefit offer collaborative work environment competitive compensation generous work/life opportunity outstanding benefit package includes paid time plus holiday addition colleague eligible number reward recognition program including billable bonus opportunity encouraging healthy work/life balance providing colleague great benefit part make perficient great place work perficient perficient leading digital transformation consulting firm serving global 2000 enterprise customer throughout north america unparalleled information technology management consulting creative capability perficient perficient digital agency deliver vision execution value outstanding digital experience business optimization industry solution work enables client improve productivity competitiveness ; grow strengthen relationship customer supplier partner ; reduce cost perficient 's professional serve client network office across north america offshore location india china traded nasdaq global select market perficient member russell 2000 index & p ; smallcap 600 index _perficient equal opportunity employer qualified applicant receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law._ _disclaimer _ _the statement intended complete statement job content rather act guide essential function performed employee assigned classification management retains discretion add change duty position time._ li-js1
PHP Developer,"Job Name : PHP Developer
Job Role : Developer
Industry : IT/Software
Job Location : Surat (Gujarat)
Experience : 1 to 3 Year
Salary : Best in the industry
Skills: Core PHP/ Laravel/ Codeigniter/ MVC
Education : B.Tech / MCA / BCA
Job Description:
We are looking for a PHP Developer responsible for managing back-end services and the interchange of data between the server and the user. developer primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end.he will also be responsible for integrating the front-end elements built by your co-workers into the application; therefore, a basic understanding of front-end technologies is necessary as well.
Responsibilities:
Integration of user-facing elements developed by front-end developers.Building efficient, testable, and reusable PHP components.Solving complex performance problems and architectural challenges.Strong grasp on PHP as a language and knowledge of its quirks.Knowledge of object oriented PHP programming.Strong knowledge of PHP and its extensive feature set.Understanding of basic CakePHP conventions and patterns.Knowledge of PHPs object-relational mapping (ORM).Knowledge of PHPs suite of helpers and their use in the presentation layer.Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3.Integration of multiple data sources and databases into one system.User authentication and authorization between multiple systems, servers, and environments/Familiarity with SQL/NoSQL/MySQL databases and their declarative query languages.Understanding accessibility and security compliance.Proficient understanding of code versioning tools, such as Git.Object-oriented application building experience in a professional Agile/Scrum environment.Thorough understanding of relational databases such as MySQL or similar technologies.Excellent coding skill in PHP, Node.js, js,Css,Html Proficiency in Linux environment.Expert knowledge with MVC frameworks: CakePHP, Zend, Laravel, Symfony, etc.Experience with Sass and/or Less.Understanding of User Interface workflows.Knowledge working closely with git.Excellent communication skills and being able to work independently or in a full team.Experience in test automation and test-driven development.Experience with AWS/EC2, or other cloud services.Experience in PHP.integration of user-facing elements developed by front-end developers.Building efficient, testable, and reusable PHP components.Solving complex performance problems and architectural challenges.Integration of data storage solutions.Strong grasp on PHP as a language and knowledge of its quirks.Knowledge of object oriented PHP programming.Strong knowledge of PHP and its extensive feature set.Understanding of basic PHP conventions and patterns.Knowledge of PHPs object-relational mapping (ORM).Familiarity with the Fat Model, Skinny Controller approach.Knowledge of CakePHPs suite of helpers and their use in the presentation layer.Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3.Understanding fundamental design principles behind a scalable application.Integration of multiple data sources and databases into one system.User authentication and authorization between multiple systems, servers, and environments."
Machine Learning,"Greeting to All :
We are an IT Company Based in Pune Looking for Fresher Interns.
are available for Machine Learning ,AI and data Science offline or online internship
have relevant skills and interests
can start the internship Before FEB 2021
are available for duration of 3 to 6 Month months
have already graduated or are currently in any year of study.
Education ... Any Pursuing or passout student can Join.
Experience .. No Experience Required
Skills .html,or Basic Knowledge
Job Type: Internship
Benefits:
Flexible schedule
Schedule:
Day shift"
DevOps Engineer,"Product with unique selling point
Large customer segment
About Our Client
Our client is a fast-growing Muslim community startup.
Job Description
As a DevOps Engineer, you will be responsible for:
Developing and managing DevOps infrastructure that handles all API traffic across the system
Build DevOps automations
Improve DevOps discipline
The Successful Applicant
A successful candidate has:
At least 3 years of hands-on experience running infrastructure as a service
Excellent bash and scripting fundamentals, hands-on with scripting in programming languages such as Python, Golang, etc.
Good understanding of distributed system fundamentals and able to troubleshoot issues in a larger distributed infrastructure
Working knowledge of TCP/IP, internet routing, and load balancing
Basic understanding of cluster orchestrators and schedulers, such as Kubernetes
Deep knowledge of Linux as a production environment, container technologies, such as Docker
Experience with production distributed systems and an understanding of microservices architecture, RESTful service, and CI/CD
Prior experience with AWS, GCP, Azure, etc. is a plus
What's on Offer
A part of fast-growing startup with strong customer base"
Software Engineer,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPals 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPals 325+ million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies. The Activities Platform Engineering team is looking for a highly talented, self-driven Staff Software Engineer to take on the challenge of leading the platform back-end team. In this role you will be working with a team of engineers to design and build the next generation of our Platform capabilities that are used by PayPals Native mobile experiences and web products. The Activities Platform team builds capabilities that are utilized by spectrum of products across PayPal used at a global scale.
Job Description:
Job Responsibilities:
Quick & Excellent Problem Solving skills for complex & large scale problems
Strong in Data structures & Algorithms
Very good hands-on knowledge of Core Java and J2EE
Technical Breadth Exposure to a wide variety of problem spaces, technologies
Very Strong System design and OO skills with a nifty ability to craft clean interfaces and operate at the right levels of abstraction
Solid coding skills with ability to drive teams through massive refactoring exercise & improve coding standards across large code bases
Good knowledge, understanding & experience of working with a large variety of multi-tier architectures. Awareness of pitfalls & use cases for a large variety of solutions
Good understanding & experience of high performance microservices scale & real-time response systems
Experience & exposure to a variety of large-scale persistent systems including large databases
Exposure to complete product development cycles From inception to production to scaling up, supporting new requirements, re-architectures
Should have been part of scalable product development cycles with either large data handling or large transaction processing exposure for 3+ years
Partner closely with design and product stakeholders to translate business requirements into clear functional specifications.
Lead a team of developers in code reviews, advising team members of the design approach and implementation.
Implement, test and deploy secure web application code following best practices of accessibility and internationalization.
Collaborate with multiple teams to provide efficient and innovative solutions to business requirements.
Qualifications
7+ years of experience in software engineering working through the full product development cycle from initial design to final product delivery
BS/MS in Computer Science or equivalent experience
We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.
PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities."
Network Administrator,"Job Skills Bachelor's degree in Electronics Engineering, Computer Engineering, Information Technology or any related course. Minimum of 5 years network operations or engineering experience Advanced understanding and experience in VPN technology
Job Duties
Monitoring of all infrastructure, development and environmental alerts to ensure 24x7
operations and minimal service impacts
Provide early warning and rapid response for each alert
Perform first level troubleshooting
Validates the alert and escalate to appropriate IT technicians to have the issue investigated
further
Update and maintain the NOCs document library
Ensures all activities are documented and tracked through the NOC ticketing system
Works with both internal and external teams to assist in escalated troubleshooting for issues
relating to the company's products and platforms
Executes established procedures as it relates to incident, change and event management
Handle trouble tickets and work closely with engineering and field technicians
Open and Escalate trouble tickets with carriers as well as with hardware vendors to resolve
service impacting issues
Escalate and communicate alerts within the prescribed SLA
Location - Malad
Max CTC - 10 Lakhs
contact or whatsapp 8850614047"
Node js developer,"Hiring Node JS Developer for a leading engineering services company, a client of Roljobs Technology Services Pvt Ltd.
Work Location: Mumbai
Experience: 3-6 years
Skills Required:
 Node JS
 Angular 2+
 Protractor
 ExpressJS
 RDBMS
Responsibilities Include:
 Building interactive UI design and RESTfully abstract to UI through Node.js backend
 Defining code architecture decisions to support a high-performance and scalable product with a minimal footprint.
 Integrating user-facing elements with backend server side logic
 Writing reusable, testable, and efficient code Design."
Full Stack Developer,grow developer building thing matter groupon 're using global technology team bring back excitement local retail groupon local experience local restaurant ; local nightlife ; local shopping spend day developing tool platform experience help small business thrive local community might look like ordinary ecommerce app surface using cutting edge technology build product regularly positively impact life 50 million people hundred thousand small business owner dynamic pricing team drive one groupon 's important goal - competitive pricing connect data science team customer business user ensure deal see groupon unbeatable pricing build service power many million page view per minute hundred thousand price change day also build application feature allow internal user manage pricing setup special sale campaign ambition drive want road map company know scale want talk 're looking great technology developer hack variety product aimed making customer small business life easier happier work small self-managing collaborative agile team team product designer implement stuff quickly key responsibility work directly product manager engineer build feature improve effectiveness pricing able work mostly independently actively seek feedback user product manager take ownership application feature end-to-end able drive feature design automated test code refactoring way delivery strong advocate best design practice participate highly-collaborative engineering team ; passionate sharing idea constantly improve work culture product build requirement b computer science related field equivalent experience 4+ year professional software development experience front-end backend development platform javascript experience - especially using ember node highly preferred experience java scala plus experience relational database system mysql postgres 're willing excited learn new technology including java clojure scala ember.js nice experience working hadoop/hive must able work open environment chicago office
JavaScript Developer,"Job Description
Call-backs, promises ? Strong knowledgeCloud AWS, SQL Queries - recommended
Very good JavaScript and OOP programming in JavaScript mandatory
Coding standards, Syntax and Algorithm mandatoryNode JS units tests framework ? mandatory
Very good problem solving
Required Knowledge, Skills, and Abilities
3years Experience in Call-backs, promises
3years Experience in Cloud AWS
3years Experience in SQL Queries
3years Experience in JavaScript
3years Experience in OOP programming
3.00-8.00 Years"
DevOps Engineer,"Candidates must have at least a Bachelor's Degree in Computer Science / Information Technology
2+ years of experience building and managing CI/CD workflows and complex system integrations.
Strong architectural background in Public/Private/Hybrid Cloud platforms like Amazon Web Services and Google Cloud Platform.
Experience in writing automation using Shell, MongoDB, NodeJS and Angular
Strong knowledge on Linux.
Experienced in one or more DevOps tools like Nignx, Git, Docker, Kubernetes etc.
Experience in security architecture for infrastructure, application and data layers
Experience in DevOps estimations, assessments and solutioning desired
Agile methodology across the environment for faster deployments"
PHP Developer,"Job Summary*
Admedia India is seeking a Senior PHP Developer to join our high-growth, creative organization at our offices in New Delhi. This position is responsible for developing and maintaining projects in PHP utilizing industry standards and best practices. Candidates will be tasked with taking a finished design and create functional PHP software to be deployed in LAMP environments. The position will require expert knowledge of all main components of the LAMP environment.
Responsibilities and Duties*
Be able to design and create functional web applications and websites in a LAMP environment.
Ability to think critically, conduct research and creatively solve problems.
Ability to communicate clearly with the Los Angeles team and the ability to collaborate as a team.
Ability to adopt new skills and innovate with the latest technologies in order to create state of the art high-traffic web applications running on multiple web servers.
Key Skills*
Expert in hand-coding PHP, MySQL, Agile, AJAX, Flash, XML, Perl, and Shell scripting
Required Experience and Qualifications*
Must have 5+ years working experience in Online Search Advertising code environment
Expert knowledge of PHP, MySQL, XML, Apache and Linux servers along with frontend development using Javascript, jQuery, and other libraries
Knowledge of design patterns, composition, and object-oriented development
Experience working with APIs, both integrating a third-party API and creating your own when necessary. Oath, Facebook, Twitter, Google API experience preferred
Ability to build custom REST API's
RTB Experience is Required
Experience designing relational databases and queries
Experience in Memcache, Redis or similar caching technology
Experience integrating PHP into a full-stack environment. Ability to write JS/HTML/CSS
Advanced knowledge of building Content Management Systems, either from your own design or from frameworks using CodeIgniter
Must have B Tech, M Tech, ME, or MSC Engg in order to apply
Job Type: Full-time
Pay: 500,000.00 - 2,000,000.00 per year
Experience:
PHP/LAMP Coding: 5 years (Required)
Ad Technology: 3 years (Required)
Location:
New Delhi, Delhi (Preferred)
Benefits:
Meal card / Food coupons
Flexible work hours
Education assistance
Phone / Internet reimbursement
Other
Travel allowance"
Wordpress Developer,"Job Description
WordPress Developer
Must have excellent knowledge of Wordpress Plugin development, custom development.
Strong Wordpress experience with exposure to large scale wordpress applications.
Complete knowledge of Wordpress architect.
Optimising performance & Security for the website.
Ability to convert complex requirement into wordpress CMS.
Ability to create and customize plugin for complex requirements.
Should have worked on WooCommerce plugin & greatly customized woocommerce.
Must have experience to theme development, integration and customization.
Must have knowledge of OOPS Concepts.
Should be agile and quick problem solver.
Candidate Must have knowledge of Template conversion (Html to Php).
Must require the knowledge of Woo-commerce development.
Having strong knowledge of CMS development.
Experience :
2 to 3 Years
Position :
6 Position
Location :
Ahmedabad"
Wordpress Developer,"Experience: 2-5 years
Job Location:- Aurangabad/Pune
Vacancies:- 02
Note: Fresher Do Not Apply
Job Description
Looking for experienced developers who are passionate to work with an IT / Software Development company.
Basic Requirements:
Having prior working experience on WordPress
Should be proficient verbally and written communication skills.
Should be capable of writing an efficient code using best software development with good coding practices.
Able to integrate data from various back-end services and databases.
Able to integrate with external application ERP/CRM
Should be capable of working on Payment gateway integration on multiple platforms
Should have adequate knowledge of relational database systems and Object Oriented Programming.
Hands on experience required upon web applications including Security and session management.
Capable of self- upgrading upon emerging new technologies and apply them into operations and activities.
Able to deliver projects before deadlines.
Able to work on multiple Frameworks such as Zend etc. would be an added advantage
Responsibilities and Duties
Should be able to manage on handling Multiple Projects
Manage project independently
Manage clients
Able to handle the team
Deliver projects before deadlines.
Required Experience, Skills and Qualifications
 WordPress
 Plugin-in development
 PHP
 HTML/HTML5
 Javascript/jQuery
 Bootstrap
 MySQL
Qualification:
 UG: B.Sc (CS/CSC/IT), BCA, BCS, BE, B.Tech (CS/CSE/IT)
 M.Sc (CS/CSC/IT), MCA, MCS, ME, M.Tech (CS/CSE/IT)"
Django Developer,"Required Skills:
 Min 1+ years of work experience as a Python Developer
 Expertise in Django framework
 Knowledge of object-relational mapping (ORM)
 Familiarity with front-end technologies (like JavaScript and HTML5)
 Working knowledge of MongoDB and MySQL
 Experience of building RESTful APIs
 Familiarity with event-driven programming in Python
 Knowledge of user authentication and authorization between multiple systems, servers, and environments
 Able to create database schemas that represent and support business processes
 Strong unit test and debugging skills
 Proficient understanding of github, JIRA
 Worked with Django application deployment on AWS, Heroku platforms.
 Excellent communication and teamwork skills
 Great attention to detail
Good to have:
 Early joiners preferred."
Machine Learning,"ServiceNow is changing the way people work. With a service-orientation toward the activities, tasks and processes that make up day-to-day work life, we help the modern enterprise operate faster and be more scalable than ever before.
Were disruptive. We work hard but try not to take ourselves too seriously. We are highly adaptable and constantly evolving. We are passionate about our product, and we live for our customers. We have high expectations and a career at ServiceNow means challenging yourself to always be better.
The Machine Learning group at ServiceNow builds infrastructure and designs models to solve a wide range of business problems for many of the largest, best known companies in the world. We work in close collaboration with each of our Business Units and craft solutions from initial requirements gathering, through design and testing of the best adapted machine learning techniques, to production deployment of high-performance solutions.
What you get to do in this role:
You will play a major part in building a pioneering conversational interface for interacting with data. Traditional analytical tools tend to require a technically savvy user and a lot of training and experience in order to produce even fairly simple results. We are taking a completely fresh approach with the expectation that any user, regardless of technical knowledge, should be able to pose simple questions using natural language and get meaningful results and visualizations. Any business user familiar with the usual vocabulary they use to talk with their coworkers will be able to get real data from the system. We are just getting started with our early adopter customers and we need your help to scale the architecture to handle our 5k+ enterprise customers around the world.
Build the best cloud software for businesses using a market leading development cloud platform.
Work closely with the product owners to understand detailed requirements and own your code from design, implementation, test automation and delivery of high-quality product to our users.
Collaborate day-to-day with an energetic team of like-minded developers, product managers and quality engineers using agile software development methodology.
Master new functional areas and take ownership of features that matter to our customers.
Design features with a core commitment to quality and an eye to how the products will evolve in future releases
In order to be successful in this role, we need someone who has:
Good knowledge of and strong interest in linguistics and NLP. The key job responsibility at first will be to maintain, enhance, and evolve the architecture for the grammar rules which drive our NLQ technology. We need to evolve from customer/user interviews to test the effectiveness of our query grammar to a more automatic, context dependent, adaptive, learned-from-data style of grammar management. This will bring you into direct contact with the most sophisticated contemporary neural network-based NLP technologies (think Transformers, BERT, ALBERT, etc.) as we grow, while keeping you grounded in a tech stack that will remain relevant as various waves of AI hype come and go.
You will be joining a strong team with domain experts ready to teach you anything you dont already know. An exact match on skills is less critical than strong design instincts, high quality coding discipline and enthusiasm for taking on an ambitious project that will reshape the way people interact with enterprise software. Be there from the beginning!
Demonstrated experience, professional interest in NLP technology and applied linguistics
Experience with Search/Information Retrieval would be helpful
Experience with rule-based systems would be helpful
Expertise in designing solutions for complex technical problems
Good grip on solving performance issues and non-functional technical requirements
Excellent collaboration skills with multiple stakeholders
7+ years working in a comparable software development role
Expertise with Java, OOP, Design Patterns, time and space-efficient algorithms
Experience building new products that leverage challenging high-performance algorithms
Passion for software development and problem solving
High energy, self-starter with aptitude for learning new technologies
Expertise in coding efficient, object-oriented, modularized and quality software
Familiarity with AJAX, JSON, HTML, XML, CSS, SOAP, REST and associated frameworks
Knowledge of unit testing, profiling, and code tuning
Exceptional debugging, testing, and problem-solving skills
Strong written and verbal communication
Experience with open source technologies like Linux and MySQL
Strong educational background in Computer Science or similar discipline, graduate degree a plus
Desired Skills
Knowledge of Machine Learning algorithms
Familiarity with Unix shell and source control systems and tools such as git, maven and ant.
Familiarity with Eclipse or IntelliJ.
Experience developing on the ServiceNow platform and APIs
We provide competitive compensation, generous benefits and a professional atmosphere. This is a very collaborative and inclusive work environment where individuals strong on aptitude and attitude will have an opportunity to grow their professional careers through working with some of the most advanced technology and talented developers in the business."
Node js developer,"Description
Job Description
As a Node.js developer, you will need to focus on developing well-documented code while actively participating in all activities of the delivery lifecycle. You should have the expertise to scale and optimize Node.js applications.
As a leading IT services provider, we are looking for somebody with 1 4 years of experience in Node.js to join our office in Panchkula. As a Node.js developer for SearchUnifyGrazittis enterprise search productyou will be working with a number of Fortune 500 clients.
Skills
Key Skills
Node.js
MEAN Stack Developer
JavaScript
Code versioning tools, such as Git
Responsibilities
Roles and Responsibilities
Integrate user-facing elements developed by front-end developers with server-side logic.
Write reusable, testable, and efficient code.
Design and implementation of low-latency, high-availability, and performant applications.
Implement steps for security and data protection.
Integrate data storage solutions, which may include databases, key-value stores, BLOB stores, etc.
Manage user authentication and authorization between multiple systems, servers, and environments.
Integrate multiple data sources and databases into one system.
Implement fundamental design principles behind a scalable application.
Work on multiple delivery platforms, such as mobile, desktop, and optimize output to match the specific platform.
Create database schemas that represent and support business processes.
Implement automated testing platforms and unit tests.
Be proficient in the frameworks available for Node.js such as Express, StrongLoop, etc.
Manage asynchronous programming and its quirks and workarounds.
Handle projects related to server-side templating languages such as Jade, EJS, etc. or CSS preprocessors such as Stylus, Less etc. efficiently.
Have some basic understanding of front-end technologies, such as HTML5, and CSS3.
Work in accordance with accessibility and security compliance."
Java Developer,"As a member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.
This role requires a wide variety of strengths and capabilities, including:
BS/BA degree or equivalent experience
Advanced knowledge of application, data, and infrastructure architecture disciplines
Understanding of architecture and design across all systems
Working proficiency in developmental toolsets
Knowledge of industry-wide technology trends and best practices
Ability to work in large, collaborative teams to achieve organizational goals
Passionate about building an innovative culture
Proficiency in one or more modern programming languages
Understanding of software skills such as business analysis, development, maintenance, and software improvement
Must have experience /knowledge of at least five of the following Technical skills per resource family:
Core Java, JSP, Servlets, JDBC,
Spring Core, Spring MVC/Struts, Hibernate/IBatis
Maven/ANT, JUnit
Web Services concepts (REST/SOAP)
UI Technologies (JQuery/Angular/Equivalent)
Basic Design Pattern
Unix, Java Security Concepts
Cloud/Container Technology stack
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs."
Full Stack Developer,\ -- -- -- -- -- - \ -- -- -- -- -- - code pilot data science company mission change hiring process engineer judged talent created code pilot portfolio intelligent platform showcase validate share skill hiring manager real-time need resume cover letter phone screen technical interview build code pilot portfolio let code talking \ -- -- -- -- -- -- -- -- -- - looking \ -- -- -- -- -- -- -- -- -- - new team member support development platform one hiring partner order eligible please build code pilot portfolio http //portfolio.mycodepilot.com \ -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- keep challenged ? \ -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- participate entire development process planning architecture quality assurance implementation platform promote design development new innovative feature technical side develop idea code process improvement assure quality application regular code review share expand knowledge exchanging information within project team network developer backend best practice support integration relevant new technology \ -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- trait contribute success ? \ -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- extensive experience development php confidence working mysql passion professional software development algorithm design pattern clean code agile process data structure team player eye detail open new challenge willing learn independent goal-oriented way working fluency english \ -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - technology working \ -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - php ruby html cs jquery mvc mysql \ -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- want become part success story ? \ -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- looking forward sharing code pilot portfolio hiring partner
PHP Developer,"Position Description
In your role you will be helping the develop into the product features that are envisioned by the SMEs based on the client needs.
You will also help solve critical performance and technical challenges that come with an evolving enterprise application. You will do this in a team setting as part of an agile team.
You will be part of a SAFe ART, and will work with a team to transform and integrate a new module build on PHP, into an existing product.
You will also be adding features to the existing application and will be working with a close knit team of subject mater experts to ensure the application will be export quality and help implement with multiple clients.
Total Experience 6- 9 Years
Location :- Bangalore
Primary Skillset:
PHP, HTML5, CSS, JAVASCRIPT, MYSQL
Good experience and expertise with developing using PHP and Angular.
Excellent analytical skills.
Good communication skills and ability to work independently
Secondary Skillset:
ASP.net, Angular 2+, C#.
Skills
HTML
PHP
CSS
ASP.NET
MySQL
.NET
JavaScript
What you can expect from us
Build your career with us.
It is an extraordinary time to be in business. As digital transformation continues to accelerate, CGI is at the center of this changesupporting our clients' digital journeys and offering our professionals exciting career opportunities.
At CGI, our success comes from the talent and commitment of our professionals. As one team, we share the challenges and rewards that come from growing our company, which reinforces our culture of ownership. All of our professionals benefit from the value we collectively create.
Be part of building one of the largest independent technology and business services firms in the world.
Learn more about CGI at www.cgi.com.
No unsolicited agency referrals please."
